signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_130071		16	AARS	-0.0405433	0.888595283031464
LINCSCP_130071		23	ABCF1	-0.412503	0.0955348536372185
LINCSCP_130071		25	ABL1	-2.20198	0.185689136385918
LINCSCP_130071		30	ACAA1	0.464083	0.372545897960663
LINCSCP_130071		39	ACAT2	0.487327	0.0524304807186127
LINCSCP_130071		47	ACLY	0.344335	0.578131318092346
LINCSCP_130071		102	ADAM10	-0.156746	0.623316884040833
LINCSCP_130071		128	ADH5	-0.417678	0.155091241002083
LINCSCP_130071		142	PARP1	-0.441075	0.321199268102646
LINCSCP_130071		154	ADRB2	0.385559	0.13470247387886
LINCSCP_130071		178	AGL	3.33333	0.231809198856354
LINCSCP_130071		207	AKT1	0.295953	0.246014699339867
LINCSCP_130071		211	ALAS1	-0.488178	0.351669400930405
LINCSCP_130071		226	ALDOA	-0.193127	0.572602272033691
LINCSCP_130071		230	ALDOC	0.0315696	0.847728908061981
LINCSCP_130071		291	SLC25A4	0.242859	0.299639344215393
LINCSCP_130071		310	ANXA7	-0.211784	0.444157123565674
LINCSCP_130071		323	APBB2	-0.0515478	0.815527141094208
LINCSCP_130071		329	BIRC2	1.09719	0.0034184018149972
LINCSCP_130071		332	BIRC5	0.368707	0.0921296700835228
LINCSCP_130071		348	APOE	-0.280083	0.480612903833389
LINCSCP_130071		351	APP	-0.500018	0.20942884683609
LINCSCP_130071		355	FAS	-0.578074	0.0816019922494888
LINCSCP_130071		387	RHOA	0.907592	0.0343108549714088
LINCSCP_130071		392	ARHGAP1	0.172023	0.516996264457703
LINCSCP_130071		427	ASAH1	-0.282573	0.179292619228363
LINCSCP_130071		466	ATF1	0.732617	0.0463680103421211
LINCSCP_130071		481	ATP1B1	0.606285	0.0524249970912933
LINCSCP_130071		501	ALDH7A1	0.29855	0.675804436206818
LINCSCP_130071		533	ATP6V0B	0.556679	0.0312602259218693
LINCSCP_130071		572	BAD	-0.0478897	0.808012723922729
LINCSCP_130071		581	BAX	0.90832	0.348445892333984
LINCSCP_130071		595	CCND1	0.170457	0.319037973880768
LINCSCP_130071		596	BCL2	3.12757	0.267936646938324
LINCSCP_130071		622	BDH1	0.407174	0.0708622708916664
LINCSCP_130071		637	BID	0.413944	0.341641575098038
LINCSCP_130071		642	BLMH	-0.299819	0.451168715953827
LINCSCP_130071		644	BLVRA	-0.27849	0.247299060225487
LINCSCP_130071		652	BMP4	-0.0351555	0.879570066928864
LINCSCP_130071		664	BNIP3	0.00483825	0.976199567317963
LINCSCP_130071		665	BNIP3L	-0.227178	0.297557562589645
LINCSCP_130071		670	BPHL	0.0636206	0.699933409690857
LINCSCP_130071		672	BRCA1	0.255263	0.357002407312393
LINCSCP_130071		695	BTK	0.546099	0.325155854225159
LINCSCP_130071		701	BUB1B	0.318796	0.175450205802917
LINCSCP_130071		727	C5	-0.455217	0.241692751646042
LINCSCP_130071		780	DDR1	0.128922	0.777314782142639
LINCSCP_130071		808	CALM3	-0.230479	0.227347850799561
LINCSCP_130071		813	CALU	-0.507126	0.137458026409149
LINCSCP_130071		823	CAPN1	-0.293225	0.242447718977928
LINCSCP_130071		831	CAST	-3.19368	0.218756273388863
LINCSCP_130071		835	CASP2	-0.055018	0.831686615943909
