signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_111890		16	AARS	0.553134	0.0655182600021362
LINCSCP_111890		23	ABCF1	-0.719369	0.0335843861103058
LINCSCP_111890		25	ABL1	0.236332	0.403662025928497
LINCSCP_111890		30	ACAA1	0.157057	0.506718993186951
LINCSCP_111890		39	ACAT2	0.594767	0.0623225793242455
LINCSCP_111890		47	ACLY	0.570988	0.0542148016393185
LINCSCP_111890		102	ADAM10	0.905609	0.0313555561006069
LINCSCP_111890		128	ADH5	-0.0679164	0.920987546443939
LINCSCP_111890		142	PARP1	0.281843	0.407465308904648
LINCSCP_111890		154	ADRB2	3.25307	0.155556976795197
LINCSCP_111890		178	AGL	-0.300758	0.261614173650742
LINCSCP_111890		207	AKT1	0.628236	0.132286190986633
LINCSCP_111890		211	ALAS1	-0.180024	0.737377285957336
LINCSCP_111890		226	ALDOA	0.773143	0.0348162166774273
LINCSCP_111890		230	ALDOC	0.425929	0.47952401638031
LINCSCP_111890		291	SLC25A4	1.0894	0.0092412875965237
LINCSCP_111890		310	ANXA7	0.725893	0.0340927988290787
LINCSCP_111890		323	APBB2	-0.476075	0.279829680919647
LINCSCP_111890		329	BIRC2	-1.05143	0.0101367058232427
LINCSCP_111890		332	BIRC5	1.10251	0.0142253870144486
LINCSCP_111890		348	APOE	-0.121618	0.672010004520416
LINCSCP_111890		351	APP	-0.882735	0.188901126384735
LINCSCP_111890		355	FAS	0.861354	0.0162607301026583
LINCSCP_111890		387	RHOA	1.2957	0.0187772382050753
LINCSCP_111890		392	ARHGAP1	-0.780515	0.0240311175584793
LINCSCP_111890		427	ASAH1	0.15899	0.654775261878967
LINCSCP_111890		466	ATF1	1.06163	0.0114045860245824
LINCSCP_111890		481	ATP1B1	0.307159	0.251615285873413
LINCSCP_111890		501	ALDH7A1	0.589093	0.0417573936283588
LINCSCP_111890		533	ATP6V0B	0.396388	0.25154110789299
LINCSCP_111890		572	BAD	0.0143147	0.963783442974091
LINCSCP_111890		581	BAX	-0.0516689	0.927124261856079
LINCSCP_111890		595	CCND1	1.03246	0.019612280651927
LINCSCP_111890		596	BCL2	-0.209039	0.672561824321747
LINCSCP_111890		622	BDH1	0.211764	0.405937850475311
LINCSCP_111890		637	BID	-1.38828	0.16857972741127
LINCSCP_111890		642	BLMH	0.764533	0.0209111180156469
LINCSCP_111890		644	BLVRA	0.277304	0.369233965873718
LINCSCP_111890		652	BMP4	-0.662704	0.203044965863228
LINCSCP_111890		664	BNIP3	0.95073	0.0423417463898659
LINCSCP_111890		665	BNIP3L	0.34905	0.265154927968979
LINCSCP_111890		670	BPHL	-0.72385	0.0264034513384104
LINCSCP_111890		672	BRCA1	0.55179	0.0921090319752693
LINCSCP_111890		695	BTK	-0.688397	0.0623088255524635
LINCSCP_111890		701	BUB1B	-0.478117	0.302148550748825
LINCSCP_111890		727	C5	0.836146	0.0143633438274264
LINCSCP_111890		780	DDR1	-0.711539	0.0304865837097168
LINCSCP_111890		808	CALM3	-0.611218	0.0581813044846058
LINCSCP_111890		813	CALU	0.0699805	0.79459023475647
LINCSCP_111890		823	CAPN1	-0.430064	0.29720938205719
LINCSCP_111890		831	CAST	-0.508873	0.102498851716518
LINCSCP_111890		835	CASP2	0.245005	0.296597748994827
LINCSCP_111890		836	CASP3	0.589069	0.0851779729127884
LINCSCP_111890		840	CASP7	0.725033	0.0608209371566772
LINCSCP_111890		843	CASP10	0.373833	0.684849143028259
LINCSCP_111890		847	CAT	0.297677	0.249220967292786
LINCSCP_111890		868	CBLB	-0.69172	0.0332200266420841
LINCSCP_111890		873	CBR1	-0.0638803	0.812735795974731
LINCSCP_111890		874	CBR3	0.0625979	0.891593933105469
LINCSCP_111890		890	CCNA2	0.895575	0.0109686180949211
LINCSCP_111890		891	CCNB1	0.795879	0.0258392728865147
LINCSCP_111890		896	CCND3	-0.773889	0.0807325169444084
LINCSCP_111890		899	CCNF	1.68627	0.0849623456597328
LINCSCP_111890		902	CCNH	-1.12487	0.0083680655807256
LINCSCP_111890		949	SCARB1	0.853866	0.0828825905919075
LINCSCP_111890		958	CD40	-0.427176	0.568197667598724
LINCSCP_111890		960	CD44	-0.664847	0.0798295438289642
LINCSCP_111890		965	CD58	-0.390474	0.285014808177948
LINCSCP_111890		976	ADGRE5	-0.467284	0.177752897143364
LINCSCP_111890		983	CDK1	0.763191	0.0371137522161007
LINCSCP_111890		991	CDC20	-2.10258	0.327445089817047
LINCSCP_111890		993	CDC25A	0.786872	0.0210848897695541
LINCSCP_111890		994	CDC25B	-0.143273	0.831579983234406
LINCSCP_111890		998	CDC42	0.58998	0.136984035372734
LINCSCP_111890		1001	CDH3	-0.662462	0.0700794160366058
LINCSCP_111890		1017	CDK2	-0.267468	0.345596611499786
LINCSCP_111890		1019	CDK4	0.703284	0.028311962261796
LINCSCP_111890		1021	CDK6	0.468684	0.0837752744555473
LINCSCP_111890		1022	CDK7	0.387607	0.376215398311615
LINCSCP_111890		1026	CDKN1A	-0.0956993	0.781533896923065
LINCSCP_111890		1027	CDKN1B	0.676474	0.0276071038097143
LINCSCP_111890		1029	CDKN2A	-1.05453	0.0109695242717862
LINCSCP_111890		1050	CEBPA	0.951694	0.0127679705619812
LINCSCP_111890		1052	CEBPD	-0.6769	0.0639835298061371
LINCSCP_111890		1062	CENPE	0.627762	0.406196594238281
LINCSCP_111890		1070	CETN3	0.242573	0.435593277215958
LINCSCP_111890		1111	CHEK1	0.409867	0.304490029811859
LINCSCP_111890		1123	CHN1	0.119958	0.879521071910858
LINCSCP_111890		1153	CIRBP	0.576524	0.215411439538002
LINCSCP_111890		1212	CLTB	0.0797925	0.729253530502319
LINCSCP_111890		1213	CLTC	0.980225	0.0164623633027077
LINCSCP_111890		1277	COL1A1	0.362531	0.180288657546043
LINCSCP_111890		1282	COL4A1	-0.647033	0.0871397405862808
LINCSCP_111890		1385	CREB1	-0.265798	0.411696314811707
LINCSCP_111890		1398	CRK	0.479741	0.31326088309288
LINCSCP_111890		1399	CRKL	-0.96138	0.0176887419074774
LINCSCP_111890		1429	CRYZ	0.371364	0.144063726067543
LINCSCP_111890		1445	CSK	0.794729	0.0381372086703777
LINCSCP_111890		1452	CSNK1A1	-0.269542	0.441385507583618
LINCSCP_111890		1454	CSNK1E	-0.661505	0.029347712174058
LINCSCP_111890		1459	CSNK2A2	-1.62706	0.0011794281890615
LINCSCP_111890		1465	CSRP1	0.505216	0.155876219272614
LINCSCP_111890		1500	CTNND1	-0.4104	0.305976569652557
LINCSCP_111890		1509	CTSD	-0.495096	0.0792446807026863
LINCSCP_111890		1514	CTSL	-0.12346	0.753237903118134
LINCSCP_111890		1534	CYB561	-0.518881	0.0706557482481003
LINCSCP_111890		1605	DAG1	0.854712	0.0154907442629337
LINCSCP_111890		1616	DAXX	-0.597594	0.0594488121569157
LINCSCP_111890		1633	DCK	0.869454	0.093851126730442
LINCSCP_111890		1635	DCTD	0.498499	0.0961205661296844
LINCSCP_111890		1643	DDB2	0.134674	0.602636516094208
LINCSCP_111890		1647	GADD45A	-0.327097	0.345827490091324
LINCSCP_111890		1662	DDX10	0.201582	0.56975245475769
LINCSCP_111890		1666	DECR1	-0.594199	0.101455353200436
LINCSCP_111890		1676	DFFA	-0.589468	0.126027494668961
LINCSCP_111890		1677	DFFB	-0.89455	0.0232741720974445
LINCSCP_111890		1738	DLD	0.636024	0.0389925725758076
LINCSCP_111890		1759	DNM1	-0.18785	0.513539493083954
LINCSCP_111890		1786	DNMT1	-0.0131676	0.959885656833649
LINCSCP_111890		1788	DNMT3A	-0.583909	0.122969552874565
LINCSCP_111890		1802	DPH2	0.281336	0.304918617010117
LINCSCP_111890		1829	DSG2	-0.35154	0.289357453584671
LINCSCP_111890		1831	TSC22D3	-0.90511	0.0547504015266895
LINCSCP_111890		1845	DUSP3	-0.609143	0.0932988449931145
LINCSCP_111890		1846	DUSP4	-0.652021	0.0830089300870895
LINCSCP_111890		1848	DUSP6	-0.421955	0.103085696697235
LINCSCP_111890		1861	TOR1A	-0.759476	0.280385732650757
LINCSCP_111890		1870	E2F2	-0.552755	0.246499747037888
LINCSCP_111890		1891	ECH1	-0.773355	0.172490030527115
LINCSCP_111890		1906	EDN1	-1.02735	0.0449143797159195
LINCSCP_111890		1950	EGF	-0.289644	0.489512383937836
LINCSCP_111890		1956	EGFR	-0.182359	0.687514841556549
LINCSCP_111890		1958	EGR1	-0.0316888	0.902770817279816
LINCSCP_111890		1978	EIF4EBP1	0.297306	0.40350353717804
LINCSCP_111890		1981	EIF4G1	0.303035	0.225767135620117
LINCSCP_111890		1983	EIF5	0.150526	0.668066501617432
LINCSCP_111890		1994	ELAVL1	0.519576	0.0643597915768623
LINCSCP_111890		2017	CTTN	0.0463445	0.850900888442993
LINCSCP_111890		2037	EPB41L2	0.379997	0.151241227984428
LINCSCP_111890		2042	EPHA3	0.76047	0.29672971367836
LINCSCP_111890		2048	EPHB2	-0.538911	0.070270873606205
LINCSCP_111890		2058	EPRS	0.409539	0.133341699838638
LINCSCP_111890		2063	NR2F6	0.00992695	0.980054080486298
LINCSCP_111890		2064	ERBB2	0.788046	0.024321723729372
LINCSCP_111890		2065	ERBB3	0.608105	0.0675484463572502
LINCSCP_111890		2109	ETFB	0.484752	0.0876796320080757
LINCSCP_111890		2113	ETS1	-0.749158	0.143035233020782
LINCSCP_111890		2115	ETV1	-0.855445	0.06093779951334
LINCSCP_111890		2131	EXT1	-0.234693	0.519872784614563
LINCSCP_111890		2146	EZH2	0.997831	0.0197181552648544
LINCSCP_111890		2184	FAH	0.248537	0.450217515230179
LINCSCP_111890		2185	PTK2B	-0.809449	0.0624797753989697
LINCSCP_111890		2195	FAT1	-0.0553747	0.838690042495728
LINCSCP_111890		2222	FDFT1	0.541792	0.068466417491436
LINCSCP_111890		2263	FGFR2	-0.680184	0.0978726968169212
LINCSCP_111890		2264	FGFR4	-1.31962	0.216948717832565
LINCSCP_111890		2274	FHL2	-0.0372856	0.888437330722809
LINCSCP_111890		2288	FKBP4	-1.16945	0.0205642431974411
LINCSCP_111890		2309	FOXO3	0.476775	0.120917320251465
LINCSCP_111890		2353	FOS	-0.650695	0.10817064344883
LINCSCP_111890		2356	FPGS	1.34385	0.0719528198242188
LINCSCP_111890		2523	FUT1	-0.853176	0.0283520333468914
LINCSCP_111890		2534	FYN	-0.42099	0.145134419202805
LINCSCP_111890		2542	SLC37A4	0.498339	0.070699006319046
LINCSCP_111890		2548	GAA	0.381008	0.288588315248489
LINCSCP_111890		2553	GABPB1	0.774808	0.019786324352026
LINCSCP_111890		2582	GALE	0.714614	0.0349891111254692
LINCSCP_111890		2597	GAPDH	0.0	1.0
LINCSCP_111890		2624	GATA2	1.53921	0.070843830704689
LINCSCP_111890		2625	GATA3	-0.879224	0.0546969100832939
LINCSCP_111890		2673	GFPT1	0.334766	0.211534559726715
LINCSCP_111890		2690	GHR	-0.292338	0.476439386606216
LINCSCP_111890		2736	GLI2	-0.729106	0.0312614962458611
LINCSCP_111890		2745	GLRX	0.101878	0.667698085308075
LINCSCP_111890		2767	GNA11	-0.0294828	0.909369885921478
LINCSCP_111890		2769	GNA15	-0.919438	0.0226030386984348
LINCSCP_111890		2770	GNAI1	-0.376999	0.149873092770576
