signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_130422		16	AARS	-0.116079	0.743261814117432
LINCSCP_130422		23	ABCF1	-1.36777	0.008678394369781
LINCSCP_130422		25	ABL1	-0.392979	0.341199427843094
LINCSCP_130422		30	ACAA1	0.157011	0.729757070541382
LINCSCP_130422		39	ACAT2	0.215112	0.577929377555847
LINCSCP_130422		47	ACLY	0.708381	0.317664504051208
LINCSCP_130422		102	ADAM10	0.37799	0.425621956586838
LINCSCP_130422		128	ADH5	0.179078	0.641735911369324
LINCSCP_130422		142	PARP1	0.622114	0.251832187175751
LINCSCP_130422		154	ADRB2	2.93385	0.232774883508682
LINCSCP_130422		178	AGL	-0.838137	0.0623224787414074
LINCSCP_130422		207	AKT1	-0.561185	0.226429328322411
LINCSCP_130422		211	ALAS1	-0.294666	0.46835720539093
LINCSCP_130422		226	ALDOA	1.24911	0.0204948466271162
LINCSCP_130422		230	ALDOC	0.780942	0.129438653588295
LINCSCP_130422		291	SLC25A4	0.616794	0.145240545272827
LINCSCP_130422		310	ANXA7	0.191085	0.663859188556671
LINCSCP_130422		323	APBB2	0.0104673	0.976560354232788
LINCSCP_130422		329	BIRC2	-0.424948	0.279802769422531
LINCSCP_130422		332	BIRC5	0.589532	0.168209284543991
LINCSCP_130422		348	APOE	-1.06695	0.113428436219692
LINCSCP_130422		351	APP	-0.866238	0.0884303003549576
LINCSCP_130422		355	FAS	0.43086	0.281677573919296
LINCSCP_130422		387	RHOA	0.564532	0.202313333749771
LINCSCP_130422		392	ARHGAP1	-0.284561	0.683531641960144
LINCSCP_130422		427	ASAH1	1.78114	0.0244642123579979
LINCSCP_130422		466	ATF1	-0.83249	0.0728846341371536
LINCSCP_130422		481	ATP1B1	0.172558	0.614865839481354
LINCSCP_130422		501	ALDH7A1	-0.243492	0.531218290328979
LINCSCP_130422		533	ATP6V0B	0.959528	0.0354118943214417
LINCSCP_130422		572	BAD	-0.426249	0.31440731883049
LINCSCP_130422		581	BAX	-0.873662	0.0509062148630619
LINCSCP_130422		595	CCND1	0.433891	0.385018795728683
LINCSCP_130422		596	BCL2	0.457136	0.327495515346527
LINCSCP_130422		622	BDH1	0.139879	0.827668726444244
LINCSCP_130422		637	BID	-0.696607	0.323258072137833
LINCSCP_130422		642	BLMH	0.487607	0.264651149511337
LINCSCP_130422		644	BLVRA	-1.00606	0.0267978850752115
LINCSCP_130422		652	BMP4	0.905987	0.394987136125565
LINCSCP_130422		664	BNIP3	0.753333	0.181140437722206
LINCSCP_130422		665	BNIP3L	0.397488	0.289967566728592
LINCSCP_130422		670	BPHL	-0.387012	0.289838075637817
LINCSCP_130422		672	BRCA1	-0.448451	0.440047055482864
LINCSCP_130422		695	BTK	0.573438	0.302057057619095
LINCSCP_130422		701	BUB1B	-2.52284	0.0333756878972054
LINCSCP_130422		727	C5	-0.958182	0.0717133581638336
LINCSCP_130422		780	DDR1	-1.13471	0.0930686593055725
LINCSCP_130422		808	CALM3	1.95721	0.0290476940572262
LINCSCP_130422		813	CALU	1.68651	0.0050489557906985
LINCSCP_130422		823	CAPN1	-0.426403	0.675829946994781
LINCSCP_130422		831	CAST	-3.69095	0.11850892752409
LINCSCP_130422		835	CASP2	0.438544	0.252018988132477
LINCSCP_130422		836	CASP3	1.32643	0.0215695481747389
LINCSCP_130422		840	CASP7	-0.498432	0.194064363837242
LINCSCP_130422		843	CASP10	-0.920356	0.0360806025564671
LINCSCP_130422		847	CAT	-0.208359	0.576344132423401
LINCSCP_130422		868	CBLB	-0.423962	0.449754416942596
LINCSCP_130422		873	CBR1	-0.554158	0.216707617044449
LINCSCP_130422		874	CBR3	-0.737755	0.0758742466568947
LINCSCP_130422		890	CCNA2	0.0414441	0.907668232917786
LINCSCP_130422		891	CCNB1	-0.987746	0.0290549136698246
LINCSCP_130422		896	CCND3	0.836912	0.121788084506989
LINCSCP_130422		899	CCNF	-0.358684	0.353119164705276
LINCSCP_130422		902	CCNH	0.234716	0.509281575679779
LINCSCP_130422		949	SCARB1	0.995307	0.10870323330164
LINCSCP_130422		958	CD40	-0.539262	0.162722304463387
LINCSCP_130422		960	CD44	-0.531489	0.227093398571014
LINCSCP_130422		965	CD58	-0.768955	0.0954568684101105
LINCSCP_130422		976	ADGRE5	-0.625056	0.333361685276031
LINCSCP_130422		983	CDK1	-0.140273	0.712819933891296
