signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_145628		16	AARS	-0.0398059	0.874872505664825
LINCSCP_145628		23	ABCF1	0.350567	0.184564262628555
LINCSCP_145628		25	ABL1	-0.646342	0.037661898881197
LINCSCP_145628		30	ACAA1	1.53925	0.0140434606000781
LINCSCP_145628		39	ACAT2	2.13481	0.0010039316257461
LINCSCP_145628		47	ACLY	3.16062	0.0005511674680747
LINCSCP_145628		102	ADAM10	0.697583	0.155605852603912
LINCSCP_145628		128	ADH5	-0.489141	0.118097461760044
LINCSCP_145628		142	PARP1	-1.13971	0.0174209605902433
LINCSCP_145628		154	ADRB2	-2.15051	0.0008354980964213
LINCSCP_145628		178	AGL	1.05385	0.0191586595028639
LINCSCP_145628		207	AKT1	-0.168445	0.647190749645233
LINCSCP_145628		211	ALAS1	0.151994	0.560601592063904
LINCSCP_145628		226	ALDOA	1.57863	0.0010661617852747
LINCSCP_145628		230	ALDOC	2.21371	0.0003085365751758
LINCSCP_145628		291	SLC25A4	1.01476	0.011445770971477
LINCSCP_145628		310	ANXA7	-0.0400826	0.919177711009979
LINCSCP_145628		323	APBB2	0.985498	0.0376187823712826
LINCSCP_145628		329	BIRC2	-1.67183	0.0061467620544135
LINCSCP_145628		332	BIRC5	-2.94202	0.0001679907582001
LINCSCP_145628		348	APOE	-1.26545	0.0620142221450806
LINCSCP_145628		351	APP	1.21959	0.0480822362005711
LINCSCP_145628		355	FAS	-1.19671	0.0310842432081699
LINCSCP_145628		387	RHOA	-0.823073	0.0445342324674129
LINCSCP_145628		392	ARHGAP1	-0.705018	0.0251184124499559
LINCSCP_145628		427	ASAH1	1.55678	0.0019488881807774
LINCSCP_145628		466	ATF1	-1.45073	0.0053282231092453
LINCSCP_145628		481	ATP1B1	1.30935	0.003216772340238
LINCSCP_145628		501	ALDH7A1	-0.0951956	0.74864137172699
LINCSCP_145628		533	ATP6V0B	0.268693	0.278768122196198
LINCSCP_145628		572	BAD	-0.848536	0.0131768276914954
LINCSCP_145628		581	BAX	0.240768	0.465343803167343
LINCSCP_145628		595	CCND1	0.682895	0.0685775950551033
LINCSCP_145628		596	BCL2	-1.086	0.0097865713760256
LINCSCP_145628		622	BDH1	-0.861638	0.0434257760643959
LINCSCP_145628		637	BID	0.497925	0.145004004240036
LINCSCP_145628		642	BLMH	-1.27894	0.0032680984586477
LINCSCP_145628		644	BLVRA	0.221577	0.467890024185181
LINCSCP_145628		652	BMP4	1.66217	0.0009782140841707
LINCSCP_145628		664	BNIP3	1.45634	0.0021673899609595
LINCSCP_145628		665	BNIP3L	1.71561	0.0010115294717252
LINCSCP_145628		670	BPHL	0.398483	0.262764751911163
LINCSCP_145628		672	BRCA1	-1.25892	0.008977367542684
LINCSCP_145628		695	BTK	0.427768	0.417569190263748
LINCSCP_145628		701	BUB1B	-0.0779271	0.755681335926056
LINCSCP_145628		727	C5	0.980849	0.161789432168007
LINCSCP_145628		780	DDR1	-0.0333601	0.903707206249237
LINCSCP_145628		808	CALM3	0.774446	0.038434162735939
LINCSCP_145628		813	CALU	-0.817972	0.0732877925038338
LINCSCP_145628		823	CAPN1	-0.105637	0.850502729415894
LINCSCP_145628		831	CAST	0.591585	0.0444527827203274
LINCSCP_145628		835	CASP2	-0.791658	0.0258070174604654
LINCSCP_145628		836	CASP3	-1.45749	0.0053912121802568
LINCSCP_145628		840	CASP7	-1.27974	0.0140244197100401
LINCSCP_145628		843	CASP10	1.49003	0.014889040030539
LINCSCP_145628		847	CAT	0.752975	0.0331612229347229
LINCSCP_145628		868	CBLB	0.436549	0.118274077773094
LINCSCP_145628		873	CBR1	-0.0279711	0.936515629291534
