signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_145629		16	AARS	-0.532529	0.13354517519474
LINCSCP_145629		23	ABCF1	0.821679	0.153490021824837
LINCSCP_145629		25	ABL1	-0.389704	0.364881664514542
LINCSCP_145629		30	ACAA1	0.814669	0.0845237299799919
LINCSCP_145629		39	ACAT2	1.7478	0.0021256688050925
LINCSCP_145629		47	ACLY	0.00251141	0.99543434381485
LINCSCP_145629		102	ADAM10	-0.783443	0.0999946221709251
LINCSCP_145629		128	ADH5	-1.28544	0.0745136365294456
LINCSCP_145629		142	PARP1	-0.61135	0.126487284898758
LINCSCP_145629		154	ADRB2	-0.129173	0.764382839202881
LINCSCP_145629		178	AGL	-0.459851	0.202775359153748
LINCSCP_145629		207	AKT1	-0.206449	0.535564601421356
LINCSCP_145629		211	ALAS1	-0.13236	0.676418662071228
LINCSCP_145629		226	ALDOA	-0.360222	0.314872086048126
LINCSCP_145629		230	ALDOC	1.15013	0.0507780574262142
LINCSCP_145629		291	SLC25A4	-1.16471	0.0208218172192574
LINCSCP_145629		310	ANXA7	-0.935077	0.0598372109234333
LINCSCP_145629		323	APBB2	1.31787	0.124344743788242
LINCSCP_145629		329	BIRC2	0.993975	0.331402838230133
LINCSCP_145629		332	BIRC5	-0.936398	0.02635064907372
LINCSCP_145629		348	APOE	-1.09879	0.0664270222187042
LINCSCP_145629		351	APP	2.33012	0.0237327795475721
LINCSCP_145629		355	FAS	-0.849244	0.0410406738519669
LINCSCP_145629		387	RHOA	0.0848552	0.915429294109344
LINCSCP_145629		392	ARHGAP1	-1.89986	0.0068407314829528
LINCSCP_145629		427	ASAH1	-0.00355671	0.993419408798218
LINCSCP_145629		466	ATF1	-0.686989	0.123486325144768
LINCSCP_145629		481	ATP1B1	0.526459	0.191913306713104
LINCSCP_145629		501	ALDH7A1	0.240726	0.549537658691406
LINCSCP_145629		533	ATP6V0B	0.416766	0.288126140832901
LINCSCP_145629		572	BAD	-0.44714	0.183874189853668
LINCSCP_145629		581	BAX	0.145814	0.640933692455292
LINCSCP_145629		595	CCND1	-0.0481032	0.93148797750473
LINCSCP_145629		596	BCL2	-0.430206	0.306028693914413
LINCSCP_145629		622	BDH1	-0.146308	0.767575860023499
LINCSCP_145629		637	BID	0.961484	0.0262943711131811
LINCSCP_145629		642	BLMH	-0.442477	0.313362598419189
LINCSCP_145629		644	BLVRA	-0.230334	0.594181656837463
LINCSCP_145629		652	BMP4	0.358188	0.277365922927856
LINCSCP_145629		664	BNIP3	-0.0251522	0.936902225017548
LINCSCP_145629		665	BNIP3L	0.546374	0.136501580476761
LINCSCP_145629		670	BPHL	1.06152	0.0152194472029805
LINCSCP_145629		672	BRCA1	0.941	0.160258024930954
LINCSCP_145629		695	BTK	-0.171463	0.716715574264526
LINCSCP_145629		701	BUB1B	0.276941	0.620477199554443
LINCSCP_145629		727	C5	0.47606	0.420207858085632
LINCSCP_145629		780	DDR1	-0.722119	0.122137978672981
LINCSCP_145629		808	CALM3	0.538218	0.128896951675415
LINCSCP_145629		813	CALU	-0.279342	0.671319723129272
LINCSCP_145629		823	CAPN1	-0.37298	0.261857241392136
LINCSCP_145629		831	CAST	1.01289	0.0303528755903244
LINCSCP_145629		835	CASP2	0.654525	0.293917417526245
LINCSCP_145629		836	CASP3	-0.847725	0.0418419353663921
LINCSCP_145629		840	CASP7	-0.351466	0.562918722629547
LINCSCP_145629		843	CASP10	1.11547	0.0886389017105103
LINCSCP_145629		847	CAT	0.484538	0.210465624928474
LINCSCP_145629		868	CBLB	-0.289887	0.376266926527023
LINCSCP_145629		873	CBR1	-0.217197	0.540436983108521
LINCSCP_145629		874	CBR3	0.0110236	0.984061717987061
LINCSCP_145629		890	CCNA2	-0.557757	0.134158089756966
LINCSCP_145629		891	CCNB1	0.234058	0.537838637828827
LINCSCP_145629		896	CCND3	1.01045	0.0623610801994801
LINCSCP_145629		899	CCNF	-0.11901	0.717665314674377
LINCSCP_145629		902	CCNH	2.09214	0.0222757253795862
LINCSCP_145629		949	SCARB1	0.22076	0.719590842723846
LINCSCP_145629		958	CD40	0.684394	0.246623933315277
LINCSCP_145629		960	CD44	-1.25247	0.0103212622925639
LINCSCP_145629		965	CD58	-0.253915	0.535588383674622
LINCSCP_145629		976	ADGRE5	-0.267202	0.395890176296234
LINCSCP_145629		983	CDK1	-0.397076	0.38513195514679
LINCSCP_145629		991	CDC20	-0.176585	0.587878823280334
LINCSCP_145629		993	CDC25A	0.520187	0.29726767539978
LINCSCP_145629		994	CDC25B	-1.49842	0.0137305567041039
LINCSCP_145629		998	CDC42	-0.435484	0.340134710073471
LINCSCP_145629		1001	CDH3	1.85201	0.123580023646355
LINCSCP_145629		1017	CDK2	1.30136	0.0088727967813611
LINCSCP_145629		1019	CDK4	-1.44328	0.0229538399726152
LINCSCP_145629		1021	CDK6	-0.846552	0.0738371983170509
LINCSCP_145629		1022	CDK7	0.000769284	0.998566389083862
LINCSCP_145629		1026	CDKN1A	0.754783	0.110503077507019
LINCSCP_145629		1027	CDKN1B	0.519641	0.137541130185127
LINCSCP_145629		1029	CDKN2A	0.0384252	0.910843193531036
LINCSCP_145629		1050	CEBPA	-0.521865	0.209450751543045
LINCSCP_145629		1052	CEBPD	1.08481	0.103791959583759
LINCSCP_145629		1062	CENPE	-0.24507	0.443852037191391
LINCSCP_145629		1070	CETN3	-0.542946	0.288117557764053
LINCSCP_145629		1111	CHEK1	-0.0629215	0.851233899593353
LINCSCP_145629		1123	CHN1	0.430307	0.51048332452774
LINCSCP_145629		1153	CIRBP	0.881527	0.106805607676506
LINCSCP_145629		1212	CLTB	-0.128745	0.683186054229736
LINCSCP_145629		1213	CLTC	-1.11447	0.0534423142671585
LINCSCP_145629		1277	COL1A1	-0.20436	0.548269927501678
LINCSCP_145629		1282	COL4A1	-0.531892	0.254996746778488
LINCSCP_145629		1385	CREB1	1.12753	0.240798011422157
LINCSCP_145629		1398	CRK	-0.290241	0.715531051158905
LINCSCP_145629		1399	CRKL	1.15136	0.0774663537740707
LINCSCP_145629		1429	CRYZ	-0.13766	0.75108814239502
LINCSCP_145629		1445	CSK	-0.00744304	0.990527749061584
LINCSCP_145629		1452	CSNK1A1	0.17701	0.664476633071899
LINCSCP_145629		1454	CSNK1E	1.52099	0.0193779766559601
LINCSCP_145629		1459	CSNK2A2	0.604698	0.0934945195913315
LINCSCP_145629		1465	CSRP1	-2.77206	0.0025332220830023
LINCSCP_145629		1500	CTNND1	0.611961	0.200523406267166
LINCSCP_145629		1509	CTSD	-0.145152	0.758008003234863
LINCSCP_145629		1514	CTSL	-1.04672	0.0237672850489616
LINCSCP_145629		1534	CYB561	-0.973101	0.0218351874500513
LINCSCP_145629		1605	DAG1	0.40143	0.261207103729248
LINCSCP_145629		1616	DAXX	0.356679	0.344171136617661
LINCSCP_145629		1633	DCK	-0.190861	0.535788536071777
LINCSCP_145629		1635	DCTD	-2.41605	0.0018944757757708
LINCSCP_145629		1643	DDB2	0.34624	0.290116786956787
LINCSCP_145629		1647	GADD45A	-1.37941	0.0415364988148212
LINCSCP_145629		1662	DDX10	1.45193	0.213170886039734
LINCSCP_145629		1666	DECR1	-1.42891	0.0241694990545511
LINCSCP_145629		1676	DFFA	1.70255	0.0252331644296646
LINCSCP_145629		1677	DFFB	0.797062	0.0911932215094566
LINCSCP_145629		1738	DLD	-0.095488	0.822716891765594
LINCSCP_145629		1759	DNM1	0.489416	0.184471845626831
LINCSCP_145629		1786	DNMT1	0.909665	0.0608927123248577
LINCSCP_145629		1788	DNMT3A	0.848635	0.13897143304348
LINCSCP_145629		1802	DPH2	-0.445421	0.322360694408417
LINCSCP_145629		1829	DSG2	-0.522639	0.132753312587738
LINCSCP_145629		1831	TSC22D3	0.0917146	0.760157287120819
LINCSCP_145629		1845	DUSP3	0.525012	0.373232245445251
LINCSCP_145629		1846	DUSP4	-0.123468	0.706206262111664
LINCSCP_145629		1848	DUSP6	0.461617	0.220962896943092
LINCSCP_145629		1861	TOR1A	-0.436606	0.278468817472458
LINCSCP_145629		1870	E2F2	0.298129	0.36202397942543
LINCSCP_145629		1891	ECH1	0.322028	0.346588015556335
LINCSCP_145629		1906	EDN1	0.573588	0.188211753964424
LINCSCP_145629		1950	EGF	0.490577	0.15594457089901
LINCSCP_145629		1956	EGFR	-0.943048	0.0694953948259354
LINCSCP_145629		1958	EGR1	-0.167088	0.582992851734161
LINCSCP_145629		1978	EIF4EBP1	-0.0964833	0.893712222576141
LINCSCP_145629		1981	EIF4G1	-0.817111	0.294653058052063
LINCSCP_145629		1983	EIF5	0.0214428	0.967047274112701
LINCSCP_145629		1994	ELAVL1	-0.536803	0.235030144453049
LINCSCP_145629		2017	CTTN	-0.0866343	0.875864148139954
LINCSCP_145629		2037	EPB41L2	-0.189046	0.608629822731018
LINCSCP_145629		2042	EPHA3	1.02135	0.0525397434830666
LINCSCP_145629		2048	EPHB2	-0.153001	0.680298805236816
LINCSCP_145629		2058	EPRS	-1.07808	0.0421598106622696
LINCSCP_145629		2063	NR2F6	0.467376	0.510981500148773
LINCSCP_145629		2064	ERBB2	-0.290669	0.682163715362549
LINCSCP_145629		2065	ERBB3	-0.513786	0.19109120965004
LINCSCP_145629		2109	ETFB	-0.58023	0.131220281124115
LINCSCP_145629		2113	ETS1	0.167745	0.771063923835754
LINCSCP_145629		2115	ETV1	-0.338517	0.432201534509659
LINCSCP_145629		2131	EXT1	1.63928	0.0616071447730064
LINCSCP_145629		2146	EZH2	0.0955374	0.773102104663849
LINCSCP_145629		2184	FAH	0.404934	0.25333046913147
LINCSCP_145629		2185	PTK2B	1.36051	0.0165169853717089
LINCSCP_145629		2195	FAT1	-0.98904	0.0213718172162771
LINCSCP_145629		2222	FDFT1	2.33562	0.0007814596756361
LINCSCP_145629		2263	FGFR2	1.26529	0.0203652996569872
LINCSCP_145629		2264	FGFR4	0.0248479	0.935044586658478
LINCSCP_145629		2274	FHL2	-0.434475	0.258450537919998
LINCSCP_145629		2288	FKBP4	1.03013	0.0639346987009048
LINCSCP_145629		2309	FOXO3	-0.0184265	0.954288601875305
LINCSCP_145629		2353	FOS	-0.606477	0.398579806089401
LINCSCP_145629		2356	FPGS	-0.480732	0.156361609697342
LINCSCP_145629		2523	FUT1	0.793508	0.0950758457183838
LINCSCP_145629		2534	FYN	1.26971	0.0593482442200184
LINCSCP_145629		2542	SLC37A4	-0.775234	0.176997929811478
LINCSCP_145629		2548	GAA	-0.575325	0.256423771381378
LINCSCP_145629		2553	GABPB1	-0.334862	0.424388855695724
LINCSCP_145629		2582	GALE	-0.999077	0.041732557117939
LINCSCP_145629		2597	GAPDH	-1.88507	0.0123374173417687
LINCSCP_145629		2624	GATA2	0.0188247	0.960092961788177
LINCSCP_145629		2625	GATA3	-0.134269	0.67068213224411
LINCSCP_145629		2673	GFPT1	-0.719156	0.197189345955849
LINCSCP_145629		2690	GHR	-0.108363	0.790293633937836
LINCSCP_145629		2736	GLI2	1.67231	0.0154362693428993
LINCSCP_145629		2745	GLRX	0.437479	0.219706594944
LINCSCP_145629		2767	GNA11	0.1655	0.718556344509125
LINCSCP_145629		2769	GNA15	1.11992	0.0964859873056412
LINCSCP_145629		2770	GNAI1	0.60485	0.142710819840431
LINCSCP_145629		2771	GNAI2	0.193182	0.599411904811859
LINCSCP_145629		2778	GNAS	-1.48441	0.125115171074867
LINCSCP_145629		2810	SFN	-0.165078	0.611722707748413
LINCSCP_145629		2817	GPC1	0.39538	0.267294585704803
LINCSCP_145629		2852	GPER1	0.465413	0.627882242202759
LINCSCP_145629		2886	GRB7	1.15203	0.0213513597846031
LINCSCP_145629		2887	GRB10	-0.113327	0.738309741020203
LINCSCP_145629		2896	GRN	-0.496987	0.1634401679039
LINCSCP_145629		2908	NR3C1	-1.68047	0.015409903600812
LINCSCP_145629		2920	CXCL2	-1.41172	0.0410863980650902
LINCSCP_145629		2946	GSTM2	-1.13354	0.0234552528709173
LINCSCP_145629		2954	GSTZ1	0.956138	0.0528270825743675
LINCSCP_145629		2956	MSH6	0.359314	0.35481521487236
LINCSCP_145629		2958	GTF2A2	-0.651102	0.16605269908905
LINCSCP_145629		2961	GTF2E2	-1.30232	0.0721538737416267
LINCSCP_145629		3028	HSD17B10	-1.17184	0.0111376736313105
LINCSCP_145629		3033	HADH	-0.109298	0.80155622959137
LINCSCP_145629		3066	HDAC2	-1.03911	0.210640668869019
LINCSCP_145629		3091	HIF1A	0.252628	0.457110017538071
