,CYP3A4,CYP3A5,CYP2B6,CYP2C8,CYP2C9,CYP1A2,CYP7A1,UGT1A1,UGT1A6,SULT2A1,GSTA1,GSTA2,ABCB1,ABCC2,ABCC3,SLCO1B1,G6PC1,PCK1,CPT1A,NFKB1
"CD4-positive, alpha-beta T cell",0.54578983719866,0.6649143286392378,0.532992884172109,0.6213601946684041,0.6570267277977438,0.5570755899704964,0.5249107520730136,0.051043219221227204,0.17191173110996713,0.5498425655155084,-0.026849059135710316,0.09111972328037793,0.6449842948871115,0.6756146765291042,0.5572967845395531,0.6475364018188776,0.6235973719387289,0.5709171658985455,0.7399838829402955,0.6371660761967515
"CD8-positive, alpha-beta T cell",0.6726913509703444,0.7798807699541802,0.7069559158175911,0.7300792304261826,0.8153561175205294,0.633773808026608,0.5260968009333509,0.07971348439391783,0.10879779303932992,0.6582745337773694,-0.013985212109702917,0.11778729549782468,0.7210075414182122,0.7996354155996703,0.7013137257862262,0.7538976633714963,0.7304851545820784,0.7026304494117462,0.8012421551971501,0.6981444563355005
enterocyte of epithelium of large intestine,0.3030936149787007,0.6138720702038057,0.3867075392285687,0.7105960767107301,0.6398879182493967,0.4798084690839651,0.6752807490881051,-0.11851990631259535,0.0778825033433561,0.6007717861550206,-0.17125588315877965,-0.02681713795204295,0.1452484607975395,0.7496068724878513,0.6353005487793799,0.9005070891965494,0.7188739805900736,0.6618382689491674,0.5790757714232649,0.413661685622723
enterocyte of epithelium of small intestine,0.15595542113938554,0.20666266875520667,0.20794892429404832,0.6626495307542458,0.4142586109883421,,0.534286089696492,-0.2972140556649742,0.07063308805710823,0.30434178085452546,-0.1045622896715536,0.08935605803126784,0.09021455708861292,0.21237837590159925,0.4247491956277938,,0.21873434763415078,0.3687400117880645,0.45147590954692685,0.5381833642966259
extravillous trophoblast,0.733906221416684,0.9420871197464062,,0.8274964232037164,0.9102612317012243,,0.5368399375186139,,,0.6202902521880493,-0.11866880550554096,0.06364441706521143,0.6205090939740874,0.827619130055233,0.8428869432371986,0.8642498613223251,0.7664800098197245,0.7191626999385199,0.7057377033489276,0.5662955939975634
intestinal crypt stem cell,0.2857580747200432,0.25196981207060387,0.31567388085217607,0.6672503977906149,0.6116816797634075,,,0.1898215363622963,0.03562004747659825,0.5485717738262232,-0.500125350905402,-0.30867060533524227,0.03577447485790708,0.8057949974422065,0.16460872328709675,,0.5108447957654809,0.2119044269263935,0.19019573826713232,0.08295534733784748
macrophage,0.5307916388478192,0.7486052228542948,0.6354434248921554,0.6893145606750224,0.763854377474653,0.5023578532976939,0.5305975286648751,-0.07518454902399199,0.10490592351759863,0.5862768696500963,-0.03449413683425821,0.07740463951533087,0.6234547417956685,0.7363023437857767,0.780119316993057,0.7447496285533121,0.6207801393641881,0.5657276607030962,0.8176448365667112,0.7448562930614051
monocyte,0.5183120558898775,0.7219920342213859,0.5861477251855901,0.6671987941251971,0.7257763463068854,0.4502298413874043,0.5100566228483127,-0.0751507452886376,0.15918654945299562,0.5148077389782288,-0.048323166314590896,0.12351870128542508,0.647759640226948,0.6183745797456404,0.7568735565503664,0.7240369330110872,0.5754634390750262,0.563902366615903,0.8454511548874567,0.7486236305044264
natural killer cell,0.5699145049388641,0.750312566777981,0.6188387391332836,0.6784653728446621,0.7480678377677243,0.44088569206379924,0.4988142494253127,0.03656672677808964,0.09028026630275786,0.5504156138489473,-0.009105100475555863,0.07041248838283062,0.6898390917464097,0.6688031020238164,0.6509890257187725,0.6544558629182078,0.6032520339004777,0.6177764521678987,0.7942240389894605,0.6825906760552062
