cells_per_metacell,min_metacells,seed,cell_type,gene,rho
15,20,0,monocyte,UGT1A6,0.04866631140476527
15,20,0,monocyte,SULT2A1,0.08629607416837459
15,20,0,monocyte,GSTA1,0.025937632465998707
15,20,0,monocyte,GSTA2,-0.0002661137914444013
15,20,0,monocyte,ABCB1,0.02615611268441893
15,20,0,monocyte,ABCC2,0.1410063482631288
15,20,0,monocyte,ABCC3,0.01895689556805856
15,20,0,monocyte,SLCO1B1,0.08465568835257031
15,20,0,monocyte,G6PC1,0.09381617049528675
15,20,0,monocyte,PCK1,0.06222300395784924
15,20,0,monocyte,CPT1A,-0.03589413412829075
15,20,0,monocyte,NFKB1,-0.048001712838430105
15,20,0,natural killer cell,CYP3A4,0.12274623700267032
15,20,0,natural killer cell,CYP3A5,0.11099261008598986
15,20,0,natural killer cell,CYP2B6,0.11969156579300763
15,20,0,natural killer cell,CYP2C8,0.09512068334473538
15,20,0,natural killer cell,CYP2C9,0.1124465648654541
15,20,0,natural killer cell,CYP1A2,0.14024366902749244
15,20,0,natural killer cell,CYP7A1,0.019977056650941447
15,20,0,natural killer cell,UGT1A1,0.08637079832995694
15,20,0,natural killer cell,UGT1A6,0.08562853200253494
15,20,0,natural killer cell,SULT2A1,0.10976510085816618
15,20,0,natural killer cell,GSTA1,0.008298588562437382
15,20,0,natural killer cell,GSTA2,0.03265732691797786
15,20,0,natural killer cell,ABCB1,0.0009343998550967675
15,20,0,natural killer cell,ABCC2,0.15080081942101187
15,20,0,natural killer cell,ABCC3,0.08796019488271314
15,20,0,natural killer cell,SLCO1B1,0.17311113951657442
15,20,0,natural killer cell,G6PC1,0.1334378953821225
15,20,0,natural killer cell,PCK1,0.05904506479464869
15,20,0,natural killer cell,CPT1A,-0.01347475590980326
15,20,0,natural killer cell,NFKB1,-0.005825795897817634
15,20,42,"CD4-positive, alpha-beta T cell",CYP3A4,0.11411811051248928
15,20,42,"CD4-positive, alpha-beta T cell",CYP3A5,0.16188861409364674
15,20,42,"CD4-positive, alpha-beta T cell",CYP2B6,0.17082312575800915
15,20,42,"CD4-positive, alpha-beta T cell",CYP2C8,0.132877143615232
15,20,42,"CD4-positive, alpha-beta T cell",CYP2C9,0.18055059078530172
15,20,42,"CD4-positive, alpha-beta T cell",CYP1A2,0.03757728718699633
15,20,42,"CD4-positive, alpha-beta T cell",CYP7A1,-0.004780645253474295
15,20,42,"CD4-positive, alpha-beta T cell",UGT1A1,0.04587899487717104
15,20,42,"CD4-positive, alpha-beta T cell",UGT1A6,0.023329148995757727
15,20,42,"CD4-positive, alpha-beta T cell",SULT2A1,0.11349689753440079
15,20,42,"CD4-positive, alpha-beta T cell",GSTA1,0.00879320568475681
15,20,42,"CD4-positive, alpha-beta T cell",GSTA2,0.031257376302801065
15,20,42,"CD4-positive, alpha-beta T cell",ABCB1,0.024003831381317252
15,20,42,"CD4-positive, alpha-beta T cell",ABCC2,0.1548410974337708
15,20,42,"CD4-positive, alpha-beta T cell",ABCC3,0.1553147889667458
15,20,42,"CD4-positive, alpha-beta T cell",SLCO1B1,0.127106428284889
15,20,42,"CD4-positive, alpha-beta T cell",G6PC1,0.07510146479368654
15,20,42,"CD4-positive, alpha-beta T cell",PCK1,0.08741218825289815
15,20,42,"CD4-positive, alpha-beta T cell",CPT1A,0.028436197399625114
15,20,42,"CD4-positive, alpha-beta T cell",NFKB1,0.043812871455329375
15,20,42,"CD8-positive, alpha-beta T cell",CYP3A4,0.040152487570941836
15,20,42,"CD8-positive, alpha-beta T cell",CYP3A5,0.07411675059744278
15,20,42,"CD8-positive, alpha-beta T cell",CYP2B6,0.061882164421345774
15,20,42,"CD8-positive, alpha-beta T cell",CYP2C8,0.05192373867827957
15,20,42,"CD8-positive, alpha-beta T cell",CYP2C9,0.05958313536936349
15,20,42,"CD8-positive, alpha-beta T cell",CYP1A2,0.0016468170919345328
15,20,42,"CD8-positive, alpha-beta T cell",CYP7A1,-0.0054482763408501686
15,20,42,"CD8-positive, alpha-beta T cell",UGT1A1,0.02861931739652326
15,20,42,"CD8-positive, alpha-beta T cell",UGT1A6,0.08550470293367675
15,20,42,"CD8-positive, alpha-beta T cell",SULT2A1,0.00342223833135598
15,20,42,"CD8-positive, alpha-beta T cell",GSTA1,0.014906808552076106
15,20,42,"CD8-positive, alpha-beta T cell",GSTA2,0.009616130117857533
15,20,42,"CD8-positive, alpha-beta T cell",ABCB1,-0.017205120968854216
15,20,42,"CD8-positive, alpha-beta T cell",ABCC2,0.03610018413258445
15,20,42,"CD8-positive, alpha-beta T cell",ABCC3,0.043519304368961106
15,20,42,"CD8-positive, alpha-beta T cell",SLCO1B1,0.05959875150483239
15,20,42,"CD8-positive, alpha-beta T cell",G6PC1,0.015071108466007368
15,20,42,"CD8-positive, alpha-beta T cell",PCK1,0.003668774173957091
15,20,42,"CD8-positive, alpha-beta T cell",CPT1A,-0.008749046170293094
15,20,42,"CD8-positive, alpha-beta T cell",NFKB1,0.01172147955671986
15,20,42,enterocyte of epithelium of large intestine,CYP3A4,0.26371608951916686
15,20,42,enterocyte of epithelium of large intestine,CYP3A5,0.0992181539500305
15,20,42,enterocyte of epithelium of large intestine,CYP2B6,0.3929385361756071
15,20,42,enterocyte of epithelium of large intestine,CYP2C8,0.24245716124076047
15,20,42,enterocyte of epithelium of large intestine,CYP2C9,0.3315888512782377
15,20,42,enterocyte of epithelium of large intestine,CYP1A2,-0.06408717469555085
15,20,42,enterocyte of epithelium of large intestine,CYP7A1,-0.09086038724752364
15,20,42,enterocyte of epithelium of large intestine,UGT1A1,0.3812213118540588
15,20,42,enterocyte of epithelium of large intestine,UGT1A6,0.22531661071499312
15,20,42,enterocyte of epithelium of large intestine,SULT2A1,0.19710673835190656
15,20,42,enterocyte of epithelium of large intestine,GSTA1,0.2848183311259582
15,20,42,enterocyte of epithelium of large intestine,GSTA2,0.15394076896513814
15,20,42,enterocyte of epithelium of large intestine,ABCB1,0.44274108691624814
15,20,42,enterocyte of epithelium of large intestine,ABCC2,0.21841077907172923
15,20,42,enterocyte of epithelium of large intestine,ABCC3,0.0769959012489184
15,20,42,enterocyte of epithelium of large intestine,SLCO1B1,-0.01851674406184937
15,20,42,enterocyte of epithelium of large intestine,G6PC1,0.019933676829091158
15,20,42,enterocyte of epithelium of large intestine,PCK1,-0.0500688437255552
15,20,42,enterocyte of epithelium of large intestine,CPT1A,0.303349960816951
15,20,42,enterocyte of epithelium of large intestine,NFKB1,0.35876170425855797
15,20,42,enterocyte of epithelium of small intestine,CYP3A4,0.45085434914428113
15,20,42,enterocyte of epithelium of small intestine,CYP3A5,0.5079378057317822
15,20,42,enterocyte of epithelium of small intestine,CYP2B6,0.2727135762595914
15,20,42,enterocyte of epithelium of small intestine,CYP2C8,0.09738121997746645
15,20,42,enterocyte of epithelium of small intestine,CYP2C9,0.35332009719219426
15,20,42,enterocyte of epithelium of small intestine,CYP1A2,
15,20,42,enterocyte of epithelium of small intestine,CYP7A1,-0.028117736720514486
15,20,42,enterocyte of epithelium of small intestine,UGT1A1,0.2532671816556494
15,20,42,enterocyte of epithelium of small intestine,UGT1A6,-0.021930825120962918
15,20,42,enterocyte of epithelium of small intestine,SULT2A1,0.38369689533795126
15,20,42,enterocyte of epithelium of small intestine,GSTA1,0.1146039007331989
15,20,42,enterocyte of epithelium of small intestine,GSTA2,0.026811104126347088
15,20,42,enterocyte of epithelium of small intestine,ABCB1,0.4938438373974559
15,20,42,enterocyte of epithelium of small intestine,ABCC2,0.45548646778028457
15,20,42,enterocyte of epithelium of small intestine,ABCC3,0.23338423590354632
15,20,42,enterocyte of epithelium of small intestine,SLCO1B1,
15,20,42,enterocyte of epithelium of small intestine,G6PC1,0.4122043954308166
15,20,42,enterocyte of epithelium of small intestine,PCK1,0.2576293624475408
15,20,42,enterocyte of epithelium of small intestine,CPT1A,0.2152290797466447
15,20,42,enterocyte of epithelium of small intestine,NFKB1,0.054068374648263924
15,20,42,extravillous trophoblast,CYP3A4,-0.00672256880479337
15,20,42,extravillous trophoblast,CYP3A5,0.005199152031082832
15,20,42,extravillous trophoblast,CYP2B6,
15,20,42,extravillous trophoblast,CYP2C8,-0.00672256880479337
15,20,42,extravillous trophoblast,CYP2C9,-0.00952303290344614
15,20,42,extravillous trophoblast,CYP1A2,
15,20,42,extravillous trophoblast,CYP7A1,-0.010655972929816819
15,20,42,extravillous trophoblast,UGT1A1,
15,20,42,extravillous trophoblast,UGT1A6,
15,20,42,extravillous trophoblast,SULT2A1,-0.02934988995407031
15,20,42,extravillous trophoblast,GSTA1,-0.013512719374953113
15,20,42,extravillous trophoblast,GSTA2,-0.02158191825975245
15,20,42,extravillous trophoblast,ABCB1,0.03644239693190698
15,20,42,extravillous trophoblast,ABCC2,0.002044535108316433
15,20,42,extravillous trophoblast,ABCC3,-0.04100202392087165
15,20,42,extravillous trophoblast,SLCO1B1,-0.008240305262648573
15,20,42,extravillous trophoblast,G6PC1,-0.00952303290344614
15,20,42,extravillous trophoblast,PCK1,-0.008240305262648573
15,20,42,extravillous trophoblast,CPT1A,-0.013846871169198912
15,20,42,extravillous trophoblast,NFKB1,0.09520272015694557
15,20,42,hepatocyte,CYP3A4,0.6677805077486477
15,20,42,hepatocyte,CYP3A5,0.8119271694983328
15,20,42,hepatocyte,CYP2B6,0.7060316894275755
15,20,42,hepatocyte,CYP2C8,0.7606107483584809
15,20,42,hepatocyte,CYP2C9,0.8274859547316963
15,20,42,hepatocyte,CYP1A2,0.5157713086979394
15,20,42,hepatocyte,CYP7A1,0.41911507326896663
15,20,42,hepatocyte,UGT1A1,0.11970533840090496
15,20,42,hepatocyte,UGT1A6,0.158759874210172
15,20,42,hepatocyte,SULT2A1,0.6086744662998687
15,20,42,hepatocyte,GSTA1,-0.03827297509400384
15,20,42,hepatocyte,GSTA2,0.07205861972189764
15,20,42,hepatocyte,ABCB1,0.6170996346846827
15,20,42,hepatocyte,ABCC2,0.804043979132172
15,20,42,hepatocyte,ABCC3,0.7012509811434028
15,20,42,hepatocyte,SLCO1B1,0.7720804407578936
15,20,42,hepatocyte,G6PC1,0.6623905259682998
15,20,42,hepatocyte,PCK1,0.6094697126978633
15,20,42,hepatocyte,CPT1A,0.6705924133820482
15,20,42,hepatocyte,NFKB1,0.5926462846669515
15,20,42,intestinal crypt stem cell,CYP3A4,0.24853222005987688
15,20,42,intestinal crypt stem cell,CYP3A5,0.4298005166947771
15,20,42,intestinal crypt stem cell,CYP2B6,0.19429289340685416
15,20,42,intestinal crypt stem cell,CYP2C8,0.13327456356821835
15,20,42,intestinal crypt stem cell,CYP2C9,0.232935115783074
15,20,42,intestinal crypt stem cell,CYP1A2,
15,20,42,intestinal crypt stem cell,CYP7A1,
15,20,42,intestinal crypt stem cell,UGT1A1,-0.03851850446554581
15,20,42,intestinal crypt stem cell,UGT1A6,0.08298227542926802
15,20,42,intestinal crypt stem cell,SULT2A1,0.03438174784629786
15,20,42,intestinal crypt stem cell,GSTA1,0.34375635861508724
15,20,42,intestinal crypt stem cell,GSTA2,0.196448029627563
15,20,42,intestinal crypt stem cell,ABCB1,0.3888744804397249
15,20,42,intestinal crypt stem cell,ABCC2,0.0538072059727457
15,20,42,intestinal crypt stem cell,ABCC3,0.34906777285401247
15,20,42,intestinal crypt stem cell,SLCO1B1,
15,20,42,intestinal crypt stem cell,G6PC1,0.11023943477158463
15,20,42,intestinal crypt stem cell,PCK1,0.3727621800878082
15,20,42,intestinal crypt stem cell,CPT1A,0.3173931142405982
15,20,42,intestinal crypt stem cell,NFKB1,0.2668144518636473
15,20,42,macrophage,CYP3A4,0.11555040472629519
15,20,42,macrophage,CYP3A5,0.07725731845143739
15,20,42,macrophage,CYP2B6,0.0887237015326904
15,20,42,macrophage,CYP2C8,0.07349906585064166
15,20,42,macrophage,CYP2C9,0.10585309048695646
15,20,42,macrophage,CYP1A2,0.11244600816142601
15,20,42,macrophage,CYP7A1,-0.00428277529973729
15,20,42,macrophage,UGT1A1,0.20750642173623104
15,20,42,macrophage,UGT1A6,0.0848631266967928
15,20,42,macrophage,SULT2A1,0.05004271119147964
15,20,42,macrophage,GSTA1,-0.01208780611973674
15,20,42,macrophage,GSTA2,0.01287217964260266
15,20,42,macrophage,ABCB1,0.041399308804648115
15,20,42,macrophage,ABCC2,0.08499124207793089
15,20,42,macrophage,ABCC3,-0.010147555238124883
15,20,42,macrophage,SLCO1B1,0.06294019699838783
15,20,42,macrophage,G6PC1,0.07041656845218305
15,20,42,macrophage,PCK1,0.07809044573293093
15,20,42,macrophage,CPT1A,-0.05370715887310974
15,20,42,macrophage,NFKB1,-0.05245577693303941
15,20,42,monocyte,CYP3A4,0.08541788450504255
15,20,42,monocyte,CYP3A5,0.12702263960385307
15,20,42,monocyte,CYP2B6,0.08319648998548984
15,20,42,monocyte,CYP2C8,0.07293893894066447
15,20,42,monocyte,CYP2C9,0.07431101463663554
15,20,42,monocyte,CYP1A2,0.06907453996942642
15,20,42,monocyte,CYP7A1,0.013874496417981792
15,20,42,monocyte,UGT1A1,0.15878496046383275
15,20,42,monocyte,UGT1A6,0.035122921555839744
15,20,42,monocyte,SULT2A1,0.10641231956707463
15,20,42,monocyte,GSTA1,0.010121971945747809
15,20,42,monocyte,GSTA2,-0.0005472138237484276
15,20,42,monocyte,ABCB1,0.03006420134222642
15,20,42,monocyte,ABCC2,0.14174379309295382
15,20,42,monocyte,ABCC3,0.012481507536769892
15,20,42,monocyte,SLCO1B1,0.0760865584301191
15,20,42,monocyte,G6PC1,0.09078237216823096
15,20,42,monocyte,PCK1,0.08850586199723283
15,20,42,monocyte,CPT1A,-0.041745119234465555
15,20,42,monocyte,NFKB1,-0.03632423171969041
15,20,42,natural killer cell,CYP3A4,0.11900119620903919
15,20,42,natural killer cell,CYP3A5,0.11134516490698805
15,20,42,natural killer cell,CYP2B6,0.11482309087852614
15,20,42,natural killer cell,CYP2C8,0.09724744248659153
15,20,42,natural killer cell,CYP2C9,0.10501323078697107
15,20,42,natural killer cell,CYP1A2,0.1255538107743943
15,20,42,natural killer cell,CYP7A1,0.020251061488635026
15,20,42,natural killer cell,UGT1A1,0.06829759187410138
15,20,42,natural killer cell,UGT1A6,0.05495750233531045
15,20,42,natural killer cell,SULT2A1,0.12244397977156457
15,20,42,natural killer cell,GSTA1,0.006630641019477112
15,20,42,natural killer cell,GSTA2,0.03728756212127066
15,20,42,natural killer cell,ABCB1,-0.0010100159235254115
15,20,42,natural killer cell,ABCC2,0.16366921010421695
15,20,42,natural killer cell,ABCC3,0.09117733751977235
15,20,42,natural killer cell,SLCO1B1,0.18232553813776547
15,20,42,natural killer cell,G6PC1,0.1299934701946882
15,20,42,natural killer cell,PCK1,0.06399084191094137
15,20,42,natural killer cell,CPT1A,-0.015263610852121745
15,20,42,natural killer cell,NFKB1,-0.007775340424492419
15,20,123,"CD4-positive, alpha-beta T cell",CYP3A4,0.11520154203796225
15,20,123,"CD4-positive, alpha-beta T cell",CYP3A5,0.15114865548410217
15,20,123,"CD4-positive, alpha-beta T cell",CYP2B6,0.16826702790962084
15,20,123,"CD4-positive, alpha-beta T cell",CYP2C8,0.13045141514767877
15,20,123,"CD4-positive, alpha-beta T cell",CYP2C9,0.1755568316451958
15,20,123,"CD4-positive, alpha-beta T cell",CYP1A2,0.01186769074182563
15,20,123,"CD4-positive, alpha-beta T cell",CYP7A1,-0.00478065762189589
15,20,123,"CD4-positive, alpha-beta T cell",UGT1A1,0.046461538125712985
15,20,123,"CD4-positive, alpha-beta T cell",UGT1A6,0.023335533971267197
15,20,123,"CD4-positive, alpha-beta T cell",SULT2A1,0.11596938430697229
15,20,123,"CD4-positive, alpha-beta T cell",GSTA1,0.0007586363278885485
15,20,123,"CD4-positive, alpha-beta T cell",GSTA2,0.03106777169240002
15,20,123,"CD4-positive, alpha-beta T cell",ABCB1,0.018786005635556175
15,20,123,"CD4-positive, alpha-beta T cell",ABCC2,0.1665313665090396
15,20,123,"CD4-positive, alpha-beta T cell",ABCC3,0.16296086119022032
15,20,123,"CD4-positive, alpha-beta T cell",SLCO1B1,0.11999176943313843
15,20,123,"CD4-positive, alpha-beta T cell",G6PC1,0.07889715754893611
15,20,123,"CD4-positive, alpha-beta T cell",PCK1,0.0888882023664664
15,20,123,"CD4-positive, alpha-beta T cell",CPT1A,0.02682520805140686
15,20,123,"CD4-positive, alpha-beta T cell",NFKB1,0.038792188946419406
15,20,123,"CD8-positive, alpha-beta T cell",CYP3A4,0.03452376277066284
15,20,123,"CD8-positive, alpha-beta T cell",CYP3A5,0.07258915361149466
15,20,123,"CD8-positive, alpha-beta T cell",CYP2B6,0.05485138739633079
15,20,123,"CD8-positive, alpha-beta T cell",CYP2C8,0.05881544478036961
15,20,123,"CD8-positive, alpha-beta T cell",CYP2C9,0.04702395266032858
15,20,123,"CD8-positive, alpha-beta T cell",CYP1A2,0.00193051849494432
15,20,123,"CD8-positive, alpha-beta T cell",CYP7A1,-0.005401185880319334
15,20,123,"CD8-positive, alpha-beta T cell",UGT1A1,0.041741817330226264
15,20,123,"CD8-positive, alpha-beta T cell",UGT1A6,0.08635156514168953
15,20,123,"CD8-positive, alpha-beta T cell",SULT2A1,-0.0031685809529821037
15,20,123,"CD8-positive, alpha-beta T cell",GSTA1,0.01717560186081273
15,20,123,"CD8-positive, alpha-beta T cell",GSTA2,0.011424039103459042
15,20,123,"CD8-positive, alpha-beta T cell",ABCB1,-0.017577220491409116
15,20,123,"CD8-positive, alpha-beta T cell",ABCC2,0.02442949954156527
15,20,123,"CD8-positive, alpha-beta T cell",ABCC3,0.032024253954330284
15,20,123,"CD8-positive, alpha-beta T cell",SLCO1B1,0.06033238698408075
15,20,123,"CD8-positive, alpha-beta T cell",G6PC1,0.0309708898111653
15,20,123,"CD8-positive, alpha-beta T cell",PCK1,0.010988815060160188
15,20,123,"CD8-positive, alpha-beta T cell",CPT1A,-0.002413526478831875
15,20,123,"CD8-positive, alpha-beta T cell",NFKB1,0.012375825201431477
15,20,123,enterocyte of epithelium of large intestine,CYP3A4,0.3125111540025467
15,20,123,enterocyte of epithelium of large intestine,CYP3A5,0.05534258157881371
15,20,123,enterocyte of epithelium of large intestine,CYP2B6,0.44116986415883364
15,20,123,enterocyte of epithelium of large intestine,CYP2C8,0.2576055719848516
15,20,123,enterocyte of epithelium of large intestine,CYP2C9,0.3212938879681814
15,20,123,enterocyte of epithelium of large intestine,CYP1A2,-0.064600589755483
15,20,123,enterocyte of epithelium of large intestine,CYP7A1,-0.09158828782023189
15,20,123,enterocyte of epithelium of large intestine,UGT1A1,0.4081768456349731
15,20,123,enterocyte of epithelium of large intestine,UGT1A6,0.24293836169784386
15,20,123,enterocyte of epithelium of large intestine,SULT2A1,0.22290277454903903
15,20,123,enterocyte of epithelium of large intestine,GSTA1,0.2988943879059949
15,20,123,enterocyte of epithelium of large intestine,GSTA2,0.20472024680308318
15,20,123,enterocyte of epithelium of large intestine,ABCB1,0.44255620788819344
15,20,123,enterocyte of epithelium of large intestine,ABCC2,0.20783516316814676
15,20,123,enterocyte of epithelium of large intestine,ABCC3,0.04720336751764965
15,20,123,enterocyte of epithelium of large intestine,SLCO1B1,-0.016627162782741896
15,20,123,enterocyte of epithelium of large intestine,G6PC1,0.03100950987330291
15,20,123,enterocyte of epithelium of large intestine,PCK1,-0.13984032889958506
15,20,123,enterocyte of epithelium of large intestine,CPT1A,0.3003979216492206
15,20,123,enterocyte of epithelium of large intestine,NFKB1,0.3697457416513542
15,20,123,enterocyte of epithelium of small intestine,CYP3A4,0.3664164135693063
15,20,123,enterocyte of epithelium of small intestine,CYP3A5,0.4743723359583329
15,20,123,enterocyte of epithelium of small intestine,CYP2B6,0.25056379054049505
15,20,123,enterocyte of epithelium of small intestine,CYP2C8,0.06920944364857318
15,20,123,enterocyte of epithelium of small intestine,CYP2C9,0.29869185003375465
15,20,123,enterocyte of epithelium of small intestine,CYP1A2,
15,20,123,enterocyte of epithelium of small intestine,CYP7A1,0.03560198529823814
15,20,123,enterocyte of epithelium of small intestine,UGT1A1,0.23778143676123836
15,20,123,enterocyte of epithelium of small intestine,UGT1A6,0.10397592064220115
15,20,123,enterocyte of epithelium of small intestine,SULT2A1,0.3584626777590824
15,20,123,enterocyte of epithelium of small intestine,GSTA1,0.04656352055148848
15,20,123,enterocyte of epithelium of small intestine,GSTA2,-0.0049272838080545184
15,20,123,enterocyte of epithelium of small intestine,ABCB1,0.3942453306410903
15,20,123,enterocyte of epithelium of small intestine,ABCC2,0.38289104505982297
15,20,123,enterocyte of epithelium of small intestine,ABCC3,0.2419757689195986
15,20,123,enterocyte of epithelium of small intestine,SLCO1B1,
15,20,123,enterocyte of epithelium of small intestine,G6PC1,0.3312550129520178
15,20,123,enterocyte of epithelium of small intestine,PCK1,0.2669846351316956
15,20,123,enterocyte of epithelium of small intestine,CPT1A,0.27108940478305676
15,20,123,enterocyte of epithelium of small intestine,NFKB1,-0.003176321532742114
15,20,123,extravillous trophoblast,CYP3A4,-0.006722571170425287
15,20,123,extravillous trophoblast,CYP3A5,0.11690869174908106
15,20,123,extravillous trophoblast,CYP2B6,
15,20,123,extravillous trophoblast,CYP2C8,-0.006722571170425287
15,20,123,extravillous trophoblast,CYP2C9,-0.009523036254544691
15,20,123,extravillous trophoblast,CYP1A2,
15,20,123,extravillous trophoblast,CYP7A1,-0.010655976679590217
15,20,123,extravillous trophoblast,UGT1A1,
15,20,123,extravillous trophoblast,UGT1A6,
15,20,123,extravillous trophoblast,SULT2A1,-0.03020550196606344
15,20,123,extravillous trophoblast,GSTA1,-0.013512724129998568
15,20,123,extravillous trophoblast,GSTA2,-0.01984733856388289
15,20,123,extravillous trophoblast,ABCB1,0.08336030677449947
15,20,123,extravillous trophoblast,ABCC2,0.001895001756398441
15,20,123,extravillous trophoblast,ABCC3,-0.010570663694527116
15,20,123,extravillous trophoblast,SLCO1B1,-0.008240308162362908
15,20,123,extravillous trophoblast,G6PC1,-0.009523036254544691
15,20,123,extravillous trophoblast,PCK1,-0.008240308162362908
15,20,123,extravillous trophoblast,CPT1A,-0.02825519017893075
15,20,123,extravillous trophoblast,NFKB1,0.09428760983219898
15,20,123,hepatocyte,CYP3A4,0.6752059548091469
15,20,123,hepatocyte,CYP3A5,0.8120246115945051
15,20,123,hepatocyte,CYP2B6,0.7049333428223351
15,20,123,hepatocyte,CYP2C8,0.7561315034696087
15,20,123,hepatocyte,CYP2C9,0.8460837904223691
15,20,123,hepatocyte,CYP1A2,0.48163837591552766
15,20,123,hepatocyte,CYP7A1,0.4174842140103819
15,20,123,hepatocyte,UGT1A1,0.12189434686581271
15,20,123,hepatocyte,UGT1A6,0.15173432506162013
15,20,123,hepatocyte,SULT2A1,0.6208689306863839
15,20,123,hepatocyte,GSTA1,-0.04027290579725691
15,20,123,hepatocyte,GSTA2,0.06827418240270039
15,20,123,hepatocyte,ABCB1,0.6045258729294624
15,20,123,hepatocyte,ABCC2,0.79024556215853
15,20,123,hepatocyte,ABCC3,0.6922779905837552
15,20,123,hepatocyte,SLCO1B1,0.7677785382034296
15,20,123,hepatocyte,G6PC1,0.6533699805901884
15,20,123,hepatocyte,PCK1,0.6082439479522684
15,20,123,hepatocyte,CPT1A,0.6817760422979406
15,20,123,hepatocyte,NFKB1,0.6110268887606672
15,20,123,intestinal crypt stem cell,CYP3A4,0.3802833210998336
15,20,123,intestinal crypt stem cell,CYP3A5,0.4411561526998955
15,20,123,intestinal crypt stem cell,CYP2B6,0.2541324896735498
15,20,123,intestinal crypt stem cell,CYP2C8,0.15325191308887054
15,20,123,intestinal crypt stem cell,CYP2C9,0.12668065130157286
15,20,123,intestinal crypt stem cell,CYP1A2,
15,20,123,intestinal crypt stem cell,CYP7A1,
15,20,123,intestinal crypt stem cell,UGT1A1,0.0021181844989362616
15,20,123,intestinal crypt stem cell,UGT1A6,0.09044375198687442
15,20,123,intestinal crypt stem cell,SULT2A1,0.05670313310706952
15,20,123,intestinal crypt stem cell,GSTA1,0.34456005125515676
15,20,123,intestinal crypt stem cell,GSTA2,0.3004563375154707
15,20,123,intestinal crypt stem cell,ABCB1,0.4473988801443911
15,20,123,intestinal crypt stem cell,ABCC2,0.002587898894292589
15,20,123,intestinal crypt stem cell,ABCC3,0.3273657902136578
15,20,123,intestinal crypt stem cell,SLCO1B1,
15,20,123,intestinal crypt stem cell,G6PC1,0.12199378920662679
15,20,123,intestinal crypt stem cell,PCK1,0.43602145556777405
15,20,123,intestinal crypt stem cell,CPT1A,0.39292845662797504
15,20,123,intestinal crypt stem cell,NFKB1,0.31823706671036356
15,20,123,macrophage,CYP3A4,0.12134365718487387
15,20,123,macrophage,CYP3A5,0.07458168989698363
15,20,123,macrophage,CYP2B6,0.08413126851723983
15,20,123,macrophage,CYP2C8,0.07375112146108964
15,20,123,macrophage,CYP2C9,0.09871776283953698
15,20,123,macrophage,CYP1A2,0.10112971521001068
15,20,123,macrophage,CYP7A1,-0.0037298784255729764
15,20,123,macrophage,UGT1A1,0.17733509516034657
15,20,123,macrophage,UGT1A6,0.08641709978966162
15,20,123,macrophage,SULT2A1,0.06767855746148475
15,20,123,macrophage,GSTA1,-0.0014582358606153138
15,20,123,macrophage,GSTA2,0.014429915496574767
15,20,123,macrophage,ABCB1,0.03268361068567695
15,20,123,macrophage,ABCC2,0.07270502045564874
15,20,123,macrophage,ABCC3,-0.003732382917116602
15,20,123,macrophage,SLCO1B1,0.07066942216732197
15,20,123,macrophage,G6PC1,0.07607493849960598
15,20,123,macrophage,PCK1,0.0763348982904867
15,20,123,macrophage,CPT1A,-0.048339931261736475
15,20,123,macrophage,NFKB1,-0.04832632801584955
15,20,123,monocyte,CYP3A4,0.09842557780514676
15,20,123,monocyte,CYP3A5,0.12813686119971757
15,20,123,monocyte,CYP2B6,0.08978191576968027
15,20,123,monocyte,CYP2C8,0.06656736156834785
15,20,123,monocyte,CYP2C9,0.07833303065463901
15,20,123,monocyte,CYP1A2,0.1088965545135298
15,20,123,monocyte,CYP7A1,-0.009517300935107699
15,20,123,monocyte,UGT1A1,0.17267488145821677
15,20,123,monocyte,UGT1A6,0.03487451321283961
15,20,123,monocyte,SULT2A1,0.10911181871534308
15,20,123,monocyte,GSTA1,-0.0029528073357917993
15,20,123,monocyte,GSTA2,-0.0015371833077428064
15,20,123,monocyte,ABCB1,0.02506437841063382
15,20,123,monocyte,ABCC2,0.1350988755844033
15,20,123,monocyte,ABCC3,0.014690122243133045
15,20,123,monocyte,SLCO1B1,0.0928703278837829
15,20,123,monocyte,G6PC1,0.1113576136846945
15,20,123,monocyte,PCK1,0.07510080364138816
15,20,123,monocyte,CPT1A,-0.04560368702651037
15,20,123,monocyte,NFKB1,-0.0439626099414759
15,20,123,natural killer cell,CYP3A4,0.1225800094028633
15,20,123,natural killer cell,CYP3A5,0.1145548914161776
15,20,123,natural killer cell,CYP2B6,0.12160812641059422
15,20,123,natural killer cell,CYP2C8,0.09766435200252317
15,20,123,natural killer cell,CYP2C9,0.11200696917107882
15,20,123,natural killer cell,CYP1A2,0.14254245966576665
15,20,123,natural killer cell,CYP7A1,0.020343905058366616
15,20,123,natural killer cell,UGT1A1,0.07522285174326929
15,20,123,natural killer cell,UGT1A6,0.0711555114412479
15,20,123,natural killer cell,SULT2A1,0.11828229876783898
15,20,123,natural killer cell,GSTA1,0.00037395418101501035
15,20,123,natural killer cell,GSTA2,0.04164587598735821
15,20,123,natural killer cell,ABCB1,-0.0019201575369664093
15,20,123,natural killer cell,ABCC2,0.1501529466071769
15,20,123,natural killer cell,ABCC3,0.10122761704422492
15,20,123,natural killer cell,SLCO1B1,0.16852978440754257
15,20,123,natural killer cell,G6PC1,0.1376323844755733
15,20,123,natural killer cell,PCK1,0.05947493715257238
