cells_per_metacell,min_metacells,seed,cell_type,gene,rho
30,20,0,"CD4-positive, alpha-beta T cell",NFKB1,0.03625763084219159
30,20,0,"CD8-positive, alpha-beta T cell",CYP3A4,0.077850844391405
30,20,0,"CD8-positive, alpha-beta T cell",CYP3A5,0.07054315244245997
30,20,0,"CD8-positive, alpha-beta T cell",CYP2B6,0.0611403472251718
30,20,0,"CD8-positive, alpha-beta T cell",CYP2C8,0.06818020384189116
30,20,0,"CD8-positive, alpha-beta T cell",CYP2C9,0.0681587214529374
30,20,0,"CD8-positive, alpha-beta T cell",CYP1A2,0.004154914552993652
30,20,0,"CD8-positive, alpha-beta T cell",CYP7A1,-0.010704339268235916
30,20,0,"CD8-positive, alpha-beta T cell",UGT1A1,0.06637757904766292
30,20,0,"CD8-positive, alpha-beta T cell",UGT1A6,0.0816159476244763
30,20,0,"CD8-positive, alpha-beta T cell",SULT2A1,0.024391656613946995
30,20,0,"CD8-positive, alpha-beta T cell",GSTA1,0.03535083201341244
30,20,0,"CD8-positive, alpha-beta T cell",GSTA2,0.011012116509346687
30,20,0,"CD8-positive, alpha-beta T cell",ABCB1,-0.03240696846741334
30,20,0,"CD8-positive, alpha-beta T cell",ABCC2,0.036404799836962654
30,20,0,"CD8-positive, alpha-beta T cell",ABCC3,0.05391579556466897
30,20,0,"CD8-positive, alpha-beta T cell",SLCO1B1,0.0824415972687754
30,20,0,"CD8-positive, alpha-beta T cell",G6PC1,0.06893544845520314
30,20,0,"CD8-positive, alpha-beta T cell",PCK1,0.006603623751634963
30,20,0,"CD8-positive, alpha-beta T cell",CPT1A,-0.01802066383418506
30,20,0,"CD8-positive, alpha-beta T cell",NFKB1,-0.00019535908480289692
30,20,0,enterocyte of epithelium of large intestine,CYP3A4,0.23681322404219443
30,20,0,enterocyte of epithelium of large intestine,CYP3A5,0.21246157382566574
30,20,0,enterocyte of epithelium of large intestine,CYP2B6,0.24690545720594004
30,20,0,enterocyte of epithelium of large intestine,CYP2C8,0.21094981232058096
30,20,0,enterocyte of epithelium of large intestine,CYP2C9,0.21847860184143938
30,20,0,enterocyte of epithelium of large intestine,CYP1A2,0.09806142777348874
30,20,0,enterocyte of epithelium of large intestine,CYP7A1,0.005461100863853161
30,20,0,enterocyte of epithelium of large intestine,UGT1A1,0.264847945343057
30,20,0,enterocyte of epithelium of large intestine,UGT1A6,0.026804285638223537
30,20,0,enterocyte of epithelium of large intestine,SULT2A1,0.09486616644313701
30,20,0,enterocyte of epithelium of large intestine,GSTA1,0.10481756850551875
30,20,0,enterocyte of epithelium of large intestine,GSTA2,0.07589454058706388
30,20,0,enterocyte of epithelium of large intestine,ABCB1,0.3335722013586205
30,20,0,enterocyte of epithelium of large intestine,ABCC2,0.11424738401861041
30,20,0,enterocyte of epithelium of large intestine,ABCC3,0.18151814250883533
30,20,0,enterocyte of epithelium of large intestine,SLCO1B1,-0.07550977593091245
30,20,0,enterocyte of epithelium of large intestine,G6PC1,0.022605467740708606
30,20,0,enterocyte of epithelium of large intestine,PCK1,-0.004486202905427411
30,20,0,enterocyte of epithelium of large intestine,CPT1A,0.1517855896489294
30,20,0,enterocyte of epithelium of large intestine,NFKB1,0.22798474900823648
30,20,0,enterocyte of epithelium of small intestine,CYP3A4,0.5071227122712271
30,20,0,enterocyte of epithelium of small intestine,CYP3A5,0.6596459645964595
30,20,0,enterocyte of epithelium of small intestine,CYP2B6,0.40403726908312415
30,20,0,enterocyte of epithelium of small intestine,CYP2C8,0.08997778440759945
30,20,0,enterocyte of epithelium of small intestine,CYP2C9,0.5114146757139001
30,20,0,enterocyte of epithelium of small intestine,CYP1A2,
30,20,0,enterocyte of epithelium of small intestine,CYP7A1,0.04694212352985683
30,20,0,enterocyte of epithelium of small intestine,UGT1A1,0.4672162488753365
30,20,0,enterocyte of epithelium of small intestine,UGT1A6,0.07867553502216465
30,20,0,enterocyte of epithelium of small intestine,SULT2A1,0.44833391092368674
30,20,0,enterocyte of epithelium of small intestine,GSTA1,0.0823162316231623
30,20,0,enterocyte of epithelium of small intestine,GSTA2,-0.03571000211823658
30,20,0,enterocyte of epithelium of small intestine,ABCB1,0.5541434143414341
30,20,0,enterocyte of epithelium of small intestine,ABCC2,0.6350916191878871
30,20,0,enterocyte of epithelium of small intestine,ABCC3,0.39823582358235815
30,20,0,enterocyte of epithelium of small intestine,SLCO1B1,
30,20,0,enterocyte of epithelium of small intestine,G6PC1,0.5363989082787187
30,20,0,enterocyte of epithelium of small intestine,PCK1,0.3219801980198019
30,20,0,enterocyte of epithelium of small intestine,CPT1A,0.3715691569156916
30,20,0,enterocyte of epithelium of small intestine,NFKB1,0.17674681008085438
30,20,0,extravillous trophoblast,CYP3A4,-0.013558398177971206
30,20,0,extravillous trophoblast,CYP3A5,0.07261674017565645
30,20,0,extravillous trophoblast,CYP2B6,
30,20,0,extravillous trophoblast,CYP2C8,-0.01355832234863992
30,20,0,extravillous trophoblast,CYP2C9,-0.019238598529384258
30,20,0,extravillous trophoblast,CYP1A2,
30,20,0,extravillous trophoblast,CYP7A1,-0.02154546562094228
30,20,0,extravillous trophoblast,UGT1A1,
30,20,0,extravillous trophoblast,UGT1A6,
30,20,0,extravillous trophoblast,SULT2A1,0.01935544341015321
30,20,0,extravillous trophoblast,GSTA1,-0.029101137081902498
30,20,0,extravillous trophoblast,GSTA2,-0.041786682480672604
30,20,0,extravillous trophoblast,ABCB1,0.11211695279215277
30,20,0,extravillous trophoblast,ABCC2,0.029343412320621903
30,20,0,extravillous trophoblast,ABCC3,-0.005399073633197705
30,20,0,extravillous trophoblast,SLCO1B1,-0.016633261754381207
30,20,0,extravillous trophoblast,G6PC1,-0.019238598529384258
30,20,0,extravillous trophoblast,PCK1,-0.016633261754381207
30,20,0,extravillous trophoblast,CPT1A,0.03194435089600273
30,20,0,extravillous trophoblast,NFKB1,0.09790135898864033
30,20,0,hepatocyte,CYP3A4,0.7329893563097901
30,20,0,hepatocyte,CYP3A5,0.8718415813568584
30,20,0,hepatocyte,CYP2B6,0.7665735053613454
30,20,0,hepatocyte,CYP2C8,0.8036181522385173
30,20,0,hepatocyte,CYP2C9,0.8975636051127458
30,20,0,hepatocyte,CYP1A2,0.6196400116169933
30,20,0,hepatocyte,CYP7A1,0.5023746927719798
30,20,0,hepatocyte,UGT1A1,0.12846767628013298
30,20,0,hepatocyte,UGT1A6,0.1492037482086652
30,20,0,hepatocyte,SULT2A1,0.6419615235162962
30,20,0,hepatocyte,GSTA1,-0.0572092451705486
30,20,0,hepatocyte,GSTA2,0.03372255062721803
30,20,0,hepatocyte,ABCB1,0.7127130731670229
30,20,0,hepatocyte,ABCC2,0.833376012936345
30,20,0,hepatocyte,ABCC3,0.7765703525909071
30,20,0,hepatocyte,SLCO1B1,0.827648451034268
30,20,0,hepatocyte,G6PC1,0.7551080403801792
30,20,0,hepatocyte,PCK1,0.6887371746477788
30,20,0,hepatocyte,CPT1A,0.7737477455889061
30,20,0,hepatocyte,NFKB1,0.6951423438222546
30,20,0,intestinal crypt stem cell,CYP3A4,0.3919703858938872
30,20,0,intestinal crypt stem cell,CYP3A5,0.5438259428586163
30,20,0,intestinal crypt stem cell,CYP2B6,0.3430963111996404
30,20,0,intestinal crypt stem cell,CYP2C8,0.211198868007946
30,20,0,intestinal crypt stem cell,CYP2C9,0.3613788719151566
30,20,0,intestinal crypt stem cell,CYP1A2,
30,20,0,intestinal crypt stem cell,CYP7A1,
30,20,0,intestinal crypt stem cell,UGT1A1,0.1474585125367114
30,20,0,intestinal crypt stem cell,UGT1A6,0.118128180411224
30,20,0,intestinal crypt stem cell,SULT2A1,0.23259105352108866
30,20,0,intestinal crypt stem cell,GSTA1,0.5218723474736137
30,20,0,intestinal crypt stem cell,GSTA2,0.5482891017942694
30,20,0,intestinal crypt stem cell,ABCB1,0.6557429885834498
30,20,0,intestinal crypt stem cell,ABCC2,0.16865828056615903
30,20,0,intestinal crypt stem cell,ABCC3,0.545186641631407
30,20,0,intestinal crypt stem cell,SLCO1B1,
30,20,0,intestinal crypt stem cell,G6PC1,0.29509666261710493
30,20,0,intestinal crypt stem cell,PCK1,0.4607225252167057
30,20,0,intestinal crypt stem cell,CPT1A,0.6153459706576686
30,20,0,intestinal crypt stem cell,NFKB1,0.43547622162109184
30,20,0,macrophage,CYP3A4,0.1762192437232454
30,20,0,macrophage,CYP3A5,0.11735983202079327
30,20,0,macrophage,CYP2B6,0.11862177831186826
30,20,0,macrophage,CYP2C8,0.11858949099275673
30,20,0,macrophage,CYP2C9,0.13910580398683633
30,20,0,macrophage,CYP1A2,0.11615475112362438
30,20,0,macrophage,CYP7A1,-0.016555853530243612
30,20,0,macrophage,UGT1A1,0.21589250521751285
30,20,0,macrophage,UGT1A6,0.14528358407341263
30,20,0,macrophage,SULT2A1,0.0847829811398039
30,20,0,macrophage,GSTA1,0.012989051986848256
30,20,0,macrophage,GSTA2,0.013247119477399573
30,20,0,macrophage,ABCB1,0.03443028538424569
30,20,0,macrophage,ABCC2,0.11526772365444012
30,20,0,macrophage,ABCC3,-0.008262010731585574
30,20,0,macrophage,SLCO1B1,0.14340272287276173
30,20,0,macrophage,G6PC1,0.1131075338032151
30,20,0,macrophage,PCK1,0.1446805250752791
30,20,0,macrophage,CPT1A,-0.07357064150625928
30,20,0,macrophage,NFKB1,-0.05960075416946311
30,20,0,monocyte,CYP3A4,0.20400342049978737
30,20,0,monocyte,CYP3A5,0.1738269372160028
30,20,0,monocyte,CYP2B6,0.1676138605939605
30,20,0,monocyte,CYP2C8,0.12466255602307251
30,20,0,monocyte,CYP2C9,0.1728617309014213
30,20,0,monocyte,CYP1A2,0.1520598110497061
30,20,0,monocyte,CYP7A1,0.03055045758813964
30,20,0,monocyte,UGT1A1,0.22120688532969635
30,20,0,monocyte,UGT1A6,0.05059874019764491
30,20,0,monocyte,SULT2A1,0.17859785023690863
30,20,0,monocyte,GSTA1,0.04020446824118118
30,20,0,monocyte,GSTA2,-0.017879948524354764
30,20,0,monocyte,ABCB1,0.048730341479645375
30,20,0,monocyte,ABCC2,0.20306489463898716
30,20,0,monocyte,ABCC3,0.0046006371715242396
30,20,0,monocyte,SLCO1B1,0.18029813240168127
30,20,0,monocyte,G6PC1,0.17218308938791702
30,20,0,monocyte,PCK1,0.15675081961113183
30,20,0,monocyte,CPT1A,-0.0611671846885148
30,20,0,monocyte,NFKB1,-0.06492721354008661
30,20,0,natural killer cell,CYP3A4,0.15684080325981273
30,20,0,natural killer cell,CYP3A5,0.11988972833969395
30,20,0,natural killer cell,CYP2B6,0.13837957173342935
30,20,0,natural killer cell,CYP2C8,0.12376578508208298
30,20,0,natural killer cell,CYP2C9,0.14443451244225922
30,20,0,natural killer cell,CYP1A2,0.1703869984103941
30,20,0,natural killer cell,CYP7A1,0.01636426886082197
30,20,0,natural killer cell,UGT1A1,0.12187144761164147
30,20,0,natural killer cell,UGT1A6,0.10182853081348568
30,20,0,natural killer cell,SULT2A1,0.1387948208430154
30,20,0,natural killer cell,GSTA1,-0.003258885357966888
30,20,0,natural killer cell,GSTA2,0.03759390576405593
30,20,0,natural killer cell,ABCB1,-0.0034233388051989485
30,20,0,natural killer cell,ABCC2,0.18779295764440992
30,20,0,natural killer cell,ABCC3,0.10697208384964446
30,20,0,natural killer cell,SLCO1B1,0.20712312139730207
30,20,0,natural killer cell,G6PC1,0.16605423018190585
30,20,0,natural killer cell,PCK1,0.07597166615603894
30,20,0,natural killer cell,CPT1A,-0.021611592682795465
30,20,0,natural killer cell,NFKB1,-0.011879081000137723
30,20,42,"CD4-positive, alpha-beta T cell",CYP3A4,0.17455802318464983
30,20,42,"CD4-positive, alpha-beta T cell",CYP3A5,0.2096991351954768
30,20,42,"CD4-positive, alpha-beta T cell",CYP2B6,0.23459165080599856
30,20,42,"CD4-positive, alpha-beta T cell",CYP2C8,0.19257786750193814
30,20,42,"CD4-positive, alpha-beta T cell",CYP2C9,0.23399585048234406
30,20,42,"CD4-positive, alpha-beta T cell",CYP1A2,0.06388000552756254
30,20,42,"CD4-positive, alpha-beta T cell",CYP7A1,-0.009616341649069274
30,20,42,"CD4-positive, alpha-beta T cell",UGT1A1,0.07689197063527994
30,20,42,"CD4-positive, alpha-beta T cell",UGT1A6,0.0175514765697598
30,20,42,"CD4-positive, alpha-beta T cell",SULT2A1,0.15134233784397763
30,20,42,"CD4-positive, alpha-beta T cell",GSTA1,0.016448185605770875
30,20,42,"CD4-positive, alpha-beta T cell",GSTA2,0.013551103910083141
30,20,42,"CD4-positive, alpha-beta T cell",ABCB1,0.03234097327260847
30,20,42,"CD4-positive, alpha-beta T cell",ABCC2,0.1725305912719151
30,20,42,"CD4-positive, alpha-beta T cell",ABCC3,0.20792645849298108
30,20,42,"CD4-positive, alpha-beta T cell",SLCO1B1,0.20008015029088574
30,20,42,"CD4-positive, alpha-beta T cell",G6PC1,0.12364398445985923
30,20,42,"CD4-positive, alpha-beta T cell",PCK1,0.1316122248274127
30,20,42,"CD4-positive, alpha-beta T cell",CPT1A,0.0338442618301537
30,20,42,"CD4-positive, alpha-beta T cell",NFKB1,0.04368626315124993
30,20,42,"CD8-positive, alpha-beta T cell",CYP3A4,0.04765650941296546
30,20,42,"CD8-positive, alpha-beta T cell",CYP3A5,0.09473269388053437
30,20,42,"CD8-positive, alpha-beta T cell",CYP2B6,0.06062861916051639
30,20,42,"CD8-positive, alpha-beta T cell",CYP2C8,0.08385883174415962
30,20,42,"CD8-positive, alpha-beta T cell",CYP2C9,0.07566646075955852
30,20,42,"CD8-positive, alpha-beta T cell",CYP1A2,-0.012818212528548955
30,20,42,"CD8-positive, alpha-beta T cell",CYP7A1,-0.010802390509406613
30,20,42,"CD8-positive, alpha-beta T cell",UGT1A1,0.04822170546258932
30,20,42,"CD8-positive, alpha-beta T cell",UGT1A6,0.08066541464039702
30,20,42,"CD8-positive, alpha-beta T cell",SULT2A1,0.04291036958211657
30,20,42,"CD8-positive, alpha-beta T cell",GSTA1,0.003584338579763477
30,20,42,"CD8-positive, alpha-beta T cell",GSTA2,-0.01311646830736361
30,20,42,"CD8-positive, alpha-beta T cell",ABCB1,-0.04368227325849232
30,20,42,"CD8-positive, alpha-beta T cell",ABCC2,0.04850985220134909
30,20,42,"CD8-positive, alpha-beta T cell",ABCC3,0.06390951724630796
30,20,42,"CD8-positive, alpha-beta T cell",SLCO1B1,0.09371888873826707
30,20,42,"CD8-positive, alpha-beta T cell",G6PC1,0.01675620181650976
30,20,42,"CD8-positive, alpha-beta T cell",PCK1,-0.00010105868578806825
30,20,42,"CD8-positive, alpha-beta T cell",CPT1A,-0.027414010426700983
30,20,42,"CD8-positive, alpha-beta T cell",NFKB1,-0.01729211698749915
30,20,42,enterocyte of epithelium of large intestine,CYP3A4,0.4172542454046092
30,20,42,enterocyte of epithelium of large intestine,CYP3A5,0.26074139363090887
30,20,42,enterocyte of epithelium of large intestine,CYP2B6,0.3808769957495388
30,20,42,enterocyte of epithelium of large intestine,CYP2C8,0.10334198545961215
30,20,42,enterocyte of epithelium of large intestine,CYP2C9,0.2511346600306912
30,20,42,enterocyte of epithelium of large intestine,CYP1A2,0.14114712641409394
30,20,42,enterocyte of epithelium of large intestine,CYP7A1,-0.15998633866416082
30,20,42,enterocyte of epithelium of large intestine,UGT1A1,0.2464550961691025
30,20,42,enterocyte of epithelium of large intestine,UGT1A6,0.11158070433637084
30,20,42,enterocyte of epithelium of large intestine,SULT2A1,0.10041311720446541
30,20,42,enterocyte of epithelium of large intestine,GSTA1,0.16085500962884022
30,20,42,enterocyte of epithelium of large intestine,GSTA2,0.13148796514250402
30,20,42,enterocyte of epithelium of large intestine,ABCB1,0.5320768073621804
30,20,42,enterocyte of epithelium of large intestine,ABCC2,0.09853839531316813
30,20,42,enterocyte of epithelium of large intestine,ABCC3,0.12992269425315425
30,20,42,enterocyte of epithelium of large intestine,SLCO1B1,-0.052890537086786
30,20,42,enterocyte of epithelium of large intestine,G6PC1,0.028367375808514526
30,20,42,enterocyte of epithelium of large intestine,PCK1,0.040691121776790795
30,20,42,enterocyte of epithelium of large intestine,CPT1A,0.1947523733471842
30,20,42,enterocyte of epithelium of large intestine,NFKB1,0.2671906537252784
30,20,42,enterocyte of epithelium of small intestine,CYP3A4,0.5643924392439243
30,20,42,enterocyte of epithelium of small intestine,CYP3A5,0.6679507950795079
30,20,42,enterocyte of epithelium of small intestine,CYP2B6,0.5596356106840592
30,20,42,enterocyte of epithelium of small intestine,CYP2C8,0.15128853141609644
30,20,42,enterocyte of epithelium of small intestine,CYP2C9,0.4767639672917458
30,20,42,enterocyte of epithelium of small intestine,CYP1A2,
30,20,42,enterocyte of epithelium of small intestine,CYP7A1,-0.018991679272547798
30,20,42,enterocyte of epithelium of small intestine,UGT1A1,0.42514924552148137
30,20,42,enterocyte of epithelium of small intestine,UGT1A6,0.1188301196226187
30,20,42,enterocyte of epithelium of small intestine,SULT2A1,0.39684312250496057
30,20,42,enterocyte of epithelium of small intestine,GSTA1,0.09416141614161415
30,20,42,enterocyte of epithelium of small intestine,GSTA2,0.015314769159193232
30,20,42,enterocyte of epithelium of small intestine,ABCB1,0.587110711071107
30,20,42,enterocyte of epithelium of small intestine,ABCC2,0.6357668918994202
30,20,42,enterocyte of epithelium of small intestine,ABCC3,0.3404740474047404
30,20,42,enterocyte of epithelium of small intestine,SLCO1B1,
30,20,42,enterocyte of epithelium of small intestine,G6PC1,0.5285070087644373
30,20,42,enterocyte of epithelium of small intestine,PCK1,0.33378937893789373
30,20,42,enterocyte of epithelium of small intestine,CPT1A,0.3223522352235223
30,20,42,enterocyte of epithelium of small intestine,NFKB1,0.14266897505137544
30,20,42,extravillous trophoblast,CYP3A4,-0.013558361033374104
30,20,42,extravillous trophoblast,CYP3A5,-0.06747365591169159
30,20,42,extravillous trophoblast,CYP2B6,
30,20,42,extravillous trophoblast,CYP2C8,-0.013558361033374104
30,20,42,extravillous trophoblast,CYP2C9,-0.019238653421136426
30,20,42,extravillous trophoblast,CYP1A2,
30,20,42,extravillous trophoblast,CYP7A1,-0.02154552709466956
30,20,42,extravillous trophoblast,UGT1A1,
30,20,42,extravillous trophoblast,UGT1A6,
30,20,42,extravillous trophoblast,SULT2A1,0.0808946511714367
30,20,42,extravillous trophoblast,GSTA1,0.10826793197560151
30,20,42,extravillous trophoblast,GSTA2,0.04102641012524965
30,20,42,extravillous trophoblast,ABCB1,0.05681617418563251
30,20,42,extravillous trophoblast,ABCC2,0.02052613774578641
30,20,42,extravillous trophoblast,ABCC3,-0.07766370020466436
30,20,42,extravillous trophoblast,SLCO1B1,-0.016633309212561728
30,20,42,extravillous trophoblast,G6PC1,-0.019238653421136426
30,20,42,extravillous trophoblast,PCK1,-0.016633309212561728
30,20,42,extravillous trophoblast,CPT1A,0.06809044142152151
30,20,42,extravillous trophoblast,NFKB1,0.114556745350438
30,20,42,hepatocyte,CYP3A4,0.7203478603833099
30,20,42,hepatocyte,CYP3A5,0.8746134638347146
30,20,42,hepatocyte,CYP2B6,0.7675845349781075
30,20,42,hepatocyte,CYP2C8,0.8139380621703423
30,20,42,hepatocyte,CYP2C9,0.8910225782800879
30,20,42,hepatocyte,CYP1A2,0.620955595498059
30,20,42,hepatocyte,CYP7A1,0.5152944104239443
30,20,42,hepatocyte,UGT1A1,0.12793518985650715
30,20,42,hepatocyte,UGT1A6,0.18946320767972694
30,20,42,hepatocyte,SULT2A1,0.701184903359486
30,20,42,hepatocyte,GSTA1,-0.010400873529939441
30,20,42,hepatocyte,GSTA2,0.10467082719046107
30,20,42,hepatocyte,ABCB1,0.6773252681597199
30,20,42,hepatocyte,ABCC2,0.8481452678010194
30,20,42,hepatocyte,ABCC3,0.7652232430325342
30,20,42,hepatocyte,SLCO1B1,0.8476165521097634
30,20,42,hepatocyte,G6PC1,0.7472413563985881
30,20,42,hepatocyte,PCK1,0.7025293907259582
30,20,42,hepatocyte,CPT1A,0.7738281447704491
30,20,42,hepatocyte,NFKB1,0.6808523393480014
30,20,42,intestinal crypt stem cell,CYP3A4,0.43458978566326667
30,20,42,intestinal crypt stem cell,CYP3A5,0.6226436517641107
30,20,42,intestinal crypt stem cell,CYP2B6,0.45191065412593145
30,20,42,intestinal crypt stem cell,CYP2C8,0.14668766437972738
30,20,42,intestinal crypt stem cell,CYP2C9,0.27934089851668037
30,20,42,intestinal crypt stem cell,CYP1A2,
30,20,42,intestinal crypt stem cell,CYP7A1,
30,20,42,intestinal crypt stem cell,UGT1A1,-0.06188634650578914
30,20,42,intestinal crypt stem cell,UGT1A6,0.1538431602031287
30,20,42,intestinal crypt stem cell,SULT2A1,0.15261312953326273
30,20,42,intestinal crypt stem cell,GSTA1,0.4897244773754626
30,20,42,intestinal crypt stem cell,GSTA2,0.4133414325257033
30,20,42,intestinal crypt stem cell,ABCB1,0.6415507933018129
30,20,42,intestinal crypt stem cell,ABCC2,0.04235027035881286
30,20,42,intestinal crypt stem cell,ABCC3,0.6006145197454374
30,20,42,intestinal crypt stem cell,SLCO1B1,
30,20,42,intestinal crypt stem cell,G6PC1,0.2363965606331072
30,20,42,intestinal crypt stem cell,PCK1,0.4906249637995647
30,20,42,intestinal crypt stem cell,CPT1A,0.5836324065033168
30,20,42,intestinal crypt stem cell,NFKB1,0.5978969920101539
30,20,42,macrophage,CYP3A4,0.1895562215354907
30,20,42,macrophage,CYP3A5,0.12600824098041985
30,20,42,macrophage,CYP2B6,0.13214111008595208
30,20,42,macrophage,CYP2C8,0.12462350149531992
30,20,42,macrophage,CYP2C9,0.12716820080543487
30,20,42,macrophage,CYP1A2,0.11859774220036508
30,20,42,macrophage,CYP7A1,-0.015303118240930773
30,20,42,macrophage,UGT1A1,0.20311973888049914
30,20,42,macrophage,UGT1A6,0.08455728416212831
30,20,42,macrophage,SULT2A1,0.11490803370938976
30,20,42,macrophage,GSTA1,0.02409326330431877
30,20,42,macrophage,GSTA2,0.0272661876751302
30,20,42,macrophage,ABCB1,0.053870526364051464
30,20,42,macrophage,ABCC2,0.11184292401524269
30,20,42,macrophage,ABCC3,-0.014896073960522876
30,20,42,macrophage,SLCO1B1,0.10286692355645137
30,20,42,macrophage,G6PC1,0.12646121703440005
30,20,42,macrophage,PCK1,0.13680173002286203
30,20,42,macrophage,CPT1A,-0.04381669179626203
30,20,42,macrophage,NFKB1,-0.06400395371340374
30,20,42,monocyte,CYP3A4,0.20203580449343245
30,20,42,monocyte,CYP3A5,0.15262142961332864
30,20,42,monocyte,CYP2B6,0.18143680979251745
30,20,42,monocyte,CYP2C8,0.1467392680451452
30,20,42,monocyte,CYP2C9,0.16524623197320248
30,20,42,monocyte,CYP1A2,0.17072575411065471
30,20,42,monocyte,CYP7A1,0.005237787575631622
30,20,42,monocyte,UGT1A1,0.20308593514514475
30,20,42,monocyte,UGT1A6,0.030276658226731316
30,20,42,monocyte,SULT2A1,0.18637716438125723
30,20,42,monocyte,GSTA1,0.03792229278465146
30,20,42,monocyte,GSTA2,-0.01884787409496401
30,20,42,monocyte,ABCB1,0.02956562793277191
30,20,42,monocyte,ABCC2,0.22977068805537906
30,20,42,monocyte,ABCC3,0.008349686482167882
30,20,42,monocyte,SLCO1B1,0.12357961909867625
30,20,42,monocyte,G6PC1,0.17177791732356196
30,20,42,monocyte,PCK1,0.13862702411005523
30,20,42,monocyte,CPT1A,-0.07162301011700753
30,20,42,monocyte,NFKB1,-0.06777129115642495
30,20,42,natural killer cell,CYP3A4,0.15043335544444575
30,20,42,natural killer cell,CYP3A5,0.12430089705673361
30,20,42,natural killer cell,CYP2B6,0.14874579584482392
30,20,42,natural killer cell,CYP2C8,0.13547268932568016
30,20,42,natural killer cell,CYP2C9,0.14295474051236362
30,20,42,natural killer cell,CYP1A2,0.1800699034342598
30,20,42,natural killer cell,CYP7A1,0.01648016099863157
30,20,42,natural killer cell,UGT1A1,0.0913684630784175
30,20,42,natural killer cell,UGT1A6,0.09918294137696908
30,20,42,natural killer cell,SULT2A1,0.15076928951053875
30,20,42,natural killer cell,GSTA1,-0.0012957730543835771
30,20,42,natural killer cell,GSTA2,0.034258338807630455
30,20,42,natural killer cell,ABCB1,-0.012513823586689706
30,20,42,natural killer cell,ABCC2,0.179342165777203
30,20,42,natural killer cell,ABCC3,0.11423421731376168
30,20,42,natural killer cell,SLCO1B1,0.19316068919155555
30,20,42,natural killer cell,G6PC1,0.14398932249811047
30,20,42,natural killer cell,PCK1,0.08475293855805952
30,20,42,natural killer cell,CPT1A,-0.020395894219011376
30,20,42,natural killer cell,NFKB1,-0.0017383367072048152
30,20,123,"CD4-positive, alpha-beta T cell",CYP3A4,0.1814656955046167
30,20,123,"CD4-positive, alpha-beta T cell",CYP3A5,0.21278484240595652
30,20,123,"CD4-positive, alpha-beta T cell",CYP2B6,0.2451052243110119
30,20,123,"CD4-positive, alpha-beta T cell",CYP2C8,0.21069483354508434
30,20,123,"CD4-positive, alpha-beta T cell",CYP2C9,0.2530504453524778
30,20,123,"CD4-positive, alpha-beta T cell",CYP1A2,0.013253143134617803
30,20,123,"CD4-positive, alpha-beta T cell",CYP7A1,-0.009616386770758418
30,20,123,"CD4-positive, alpha-beta T cell",UGT1A1,0.10303005302314648
30,20,123,"CD4-positive, alpha-beta T cell",UGT1A6,0.04642644356946056
30,20,123,"CD4-positive, alpha-beta T cell",SULT2A1,0.15937576128095698
30,20,123,"CD4-positive, alpha-beta T cell",GSTA1,0.0027834279278089063
30,20,123,"CD4-positive, alpha-beta T cell",GSTA2,0.019640360904515982
30,20,123,"CD4-positive, alpha-beta T cell",ABCB1,0.005999110317470047
30,20,123,"CD4-positive, alpha-beta T cell",ABCC2,0.17528035075583706
30,20,123,"CD4-positive, alpha-beta T cell",ABCC3,0.207106043048061
30,20,123,"CD4-positive, alpha-beta T cell",SLCO1B1,0.16874858723687572
30,20,123,"CD4-positive, alpha-beta T cell",G6PC1,0.1260492956748584
30,20,123,"CD4-positive, alpha-beta T cell",PCK1,0.13251254190338915
30,20,123,"CD4-positive, alpha-beta T cell",CPT1A,0.04100968716183951
30,20,123,"CD4-positive, alpha-beta T cell",NFKB1,0.04772019668367654
30,20,123,"CD8-positive, alpha-beta T cell",CYP3A4,0.04960632360774853
30,20,123,"CD8-positive, alpha-beta T cell",CYP3A5,0.08451964632909742
30,20,123,"CD8-positive, alpha-beta T cell",CYP2B6,0.06149804898238693
30,20,123,"CD8-positive, alpha-beta T cell",CYP2C8,0.0853405749829665
30,20,123,"CD8-positive, alpha-beta T cell",CYP2C9,0.06919179551466559
30,20,123,"CD8-positive, alpha-beta T cell",CYP1A2,-0.013248728673305418
30,20,123,"CD8-positive, alpha-beta T cell",CYP7A1,-0.010899662641060834
30,20,123,"CD8-positive, alpha-beta T cell",UGT1A1,0.09459761428595673
30,20,123,"CD8-positive, alpha-beta T cell",UGT1A6,0.07973744213485509
30,20,123,"CD8-positive, alpha-beta T cell",SULT2A1,0.07723550107057585
30,20,123,"CD8-positive, alpha-beta T cell",GSTA1,0.029764979734040027
30,20,123,"CD8-positive, alpha-beta T cell",GSTA2,0.03399855595532129
30,20,123,"CD8-positive, alpha-beta T cell",ABCB1,-0.019137647056784394
30,20,123,"CD8-positive, alpha-beta T cell",ABCC2,0.04391553303648223
30,20,123,"CD8-positive, alpha-beta T cell",ABCC3,0.043671013134924275
30,20,123,"CD8-positive, alpha-beta T cell",SLCO1B1,0.09890426939412764
30,20,123,"CD8-positive, alpha-beta T cell",G6PC1,0.0005189082847867784
30,20,123,"CD8-positive, alpha-beta T cell",PCK1,0.003894049067632231
30,20,123,"CD8-positive, alpha-beta T cell",CPT1A,-0.023668468612647948
30,20,123,"CD8-positive, alpha-beta T cell",NFKB1,-0.011238670887532417
30,20,123,enterocyte of epithelium of large intestine,CYP3A4,0.2845639196236707
