iteration,cell_type,gene,rho
15,enterocyte of epithelium of large intestine,UGT1A1,0.31078611418282426
15,enterocyte of epithelium of large intestine,UGT1A6,0.21990860338685086
15,enterocyte of epithelium of large intestine,SULT2A1,0.21244241012075343
15,enterocyte of epithelium of large intestine,GSTA1,0.17775848285025717
15,enterocyte of epithelium of large intestine,GSTA2,0.15250295373907033
15,enterocyte of epithelium of large intestine,ABCB1,0.40408940830162227
15,enterocyte of epithelium of large intestine,ABCC2,0.1332270651809109
15,enterocyte of epithelium of large intestine,ABCC3,0.04639264137374203
15,enterocyte of epithelium of large intestine,SLCO1B1,-0.025273731993836694
15,enterocyte of epithelium of large intestine,G6PC1,-0.03271156600725041
15,enterocyte of epithelium of large intestine,PCK1,0.07678660188468919
15,enterocyte of epithelium of large intestine,CPT1A,0.27370667445802455
15,enterocyte of epithelium of large intestine,NFKB1,0.18257953322611523
15,enterocyte of epithelium of small intestine,CYP3A4,0.5282496967372515
15,enterocyte of epithelium of small intestine,CYP3A5,0.7024654387452945
15,enterocyte of epithelium of small intestine,CYP2B6,0.3903925591694507
15,enterocyte of epithelium of small intestine,CYP2C8,0.18343534850635998
15,enterocyte of epithelium of small intestine,CYP2C9,0.4916724293533679
15,enterocyte of epithelium of small intestine,CYP1A2,
15,enterocyte of epithelium of small intestine,CYP7A1,0.07780579251093006
15,enterocyte of epithelium of small intestine,UGT1A1,0.5276351772479169
15,enterocyte of epithelium of small intestine,UGT1A6,0.07857045046177019
15,enterocyte of epithelium of small intestine,SULT2A1,0.4045523271487007
15,enterocyte of epithelium of small intestine,GSTA1,0.12441470004140058
15,enterocyte of epithelium of small intestine,GSTA2,0.07768102182378113
15,enterocyte of epithelium of small intestine,ABCB1,0.5140091069538976
15,enterocyte of epithelium of small intestine,ABCC2,0.6300584824819772
15,enterocyte of epithelium of small intestine,ABCC3,0.37116954506934274
15,enterocyte of epithelium of small intestine,SLCO1B1,
15,enterocyte of epithelium of small intestine,G6PC1,0.47663395056817226
15,enterocyte of epithelium of small intestine,PCK1,0.24881767943277375
15,enterocyte of epithelium of small intestine,CPT1A,0.37978644850502224
15,enterocyte of epithelium of small intestine,NFKB1,0.15203478841036952
15,extravillous trophoblast,CYP3A4,-0.01588666597775529
15,extravillous trophoblast,CYP3A5,0.07320461045081365
15,extravillous trophoblast,CYP2B6,
15,extravillous trophoblast,CYP2C8,
15,extravillous trophoblast,CYP2C9,-0.019497831860991344
15,extravillous trophoblast,CYP1A2,
15,extravillous trophoblast,CYP7A1,-0.02527727881839624
15,extravillous trophoblast,UGT1A1,
15,extravillous trophoblast,UGT1A6,
15,extravillous trophoblast,SULT2A1,-0.06155656741486042
15,extravillous trophoblast,GSTA1,-0.0341996576510959
15,extravillous trophoblast,GSTA2,-0.04628102493761589
15,extravillous trophoblast,ABCB1,0.08740711179884941
15,extravillous trophoblast,ABCC2,-0.011222097007303984
15,extravillous trophoblast,ABCC3,0.08100092792281652
15,extravillous trophoblast,SLCO1B1,-0.01588666597775529
15,extravillous trophoblast,G6PC1,-0.022561438652803974
15,extravillous trophoblast,PCK1,-0.019497831860991344
15,extravillous trophoblast,CPT1A,0.019768652469522974
15,extravillous trophoblast,NFKB1,0.17133364558479364
15,hepatocyte,CYP3A4,0.7462201075530054
15,hepatocyte,CYP3A5,0.8820537246774393
15,hepatocyte,CYP2B6,0.765670489766418
15,hepatocyte,CYP2C8,0.8253754320499666
15,hepatocyte,CYP2C9,0.9060777254915582
15,hepatocyte,CYP1A2,0.6256066084701071
15,hepatocyte,CYP7A1,0.5326109106608642
15,hepatocyte,UGT1A1,0.1527043593738233
15,hepatocyte,UGT1A6,0.15238529746394902
15,hepatocyte,SULT2A1,0.6824390828726963
15,hepatocyte,GSTA1,-0.0686916618048698
15,hepatocyte,GSTA2,0.055536578544415426
15,hepatocyte,ABCB1,0.6728671405894217
15,hepatocyte,ABCC2,0.8569789600883599
15,hepatocyte,ABCC3,0.7633418622645975
15,hepatocyte,SLCO1B1,0.833946890045032
15,hepatocyte,G6PC1,0.7442973942393903
15,hepatocyte,PCK1,0.686962103815233
15,hepatocyte,CPT1A,0.7871134113389774
15,hepatocyte,NFKB1,0.7116553978820127
15,intestinal crypt stem cell,CYP3A4,0.48250600679206923
15,intestinal crypt stem cell,CYP3A5,0.5800408686754304
15,intestinal crypt stem cell,CYP2B6,0.3251547963319825
15,intestinal crypt stem cell,CYP2C8,0.19310811797148872
15,intestinal crypt stem cell,CYP2C9,0.40398847921738573
15,intestinal crypt stem cell,CYP1A2,
15,intestinal crypt stem cell,CYP7A1,
15,intestinal crypt stem cell,UGT1A1,0.06623441372222917
15,intestinal crypt stem cell,UGT1A6,
15,intestinal crypt stem cell,SULT2A1,0.2190229064078979
15,intestinal crypt stem cell,GSTA1,0.5654858058838232
15,intestinal crypt stem cell,GSTA2,0.3975997750194075
15,intestinal crypt stem cell,ABCB1,0.6886545598015301
15,intestinal crypt stem cell,ABCC2,0.05348706633540491
15,intestinal crypt stem cell,ABCC3,0.4828630071987931
15,intestinal crypt stem cell,SLCO1B1,
15,intestinal crypt stem cell,G6PC1,0.15313530936716943
15,intestinal crypt stem cell,PCK1,0.3924102572430303
15,intestinal crypt stem cell,CPT1A,0.5282575099646963
15,intestinal crypt stem cell,NFKB1,0.5361132055849159
15,macrophage,CYP3A4,0.1889832365551844
15,macrophage,CYP3A5,0.11851972251092434
15,macrophage,CYP2B6,0.12002747652924635
15,macrophage,CYP2C8,0.11732609290888601
15,macrophage,CYP2C9,0.1365488393786582
15,macrophage,CYP1A2,0.14767510874219583
15,macrophage,CYP7A1,-0.01380527542129734
15,macrophage,UGT1A1,0.2195364234658311
15,macrophage,UGT1A6,0.10382546626618917
15,macrophage,SULT2A1,0.07623363089150087
15,macrophage,GSTA1,0.012672182274145675
15,macrophage,GSTA2,0.041028532250511514
15,macrophage,ABCB1,0.019468985838458096
15,macrophage,ABCC2,0.12459500304454428
15,macrophage,ABCC3,-0.018776617150005868
15,macrophage,SLCO1B1,0.13285716791052013
15,macrophage,G6PC1,0.11872064524581123
15,macrophage,PCK1,0.11286685565211889
15,macrophage,CPT1A,-0.046690397221225394
15,macrophage,NFKB1,-0.0630092535265866
15,monocyte,CYP3A4,0.21823325078622738
15,monocyte,CYP3A5,0.18466517619397516
15,monocyte,CYP2B6,0.19692104976350647
15,monocyte,CYP2C8,0.17400151599385458
15,monocyte,CYP2C9,0.1740705812313349
15,monocyte,CYP1A2,0.15745975296934123
15,monocyte,CYP7A1,0.015562954252719962
15,monocyte,UGT1A1,0.17906115865626004
15,monocyte,UGT1A6,0.04309410173167145
15,monocyte,SULT2A1,0.19476249930960424
15,monocyte,GSTA1,0.0954502819721169
15,monocyte,GSTA2,-0.028110414636820614
15,monocyte,ABCB1,0.049849856611289885
15,monocyte,ABCC2,0.24305783763773375
15,monocyte,ABCC3,-0.003494290426095008
15,monocyte,SLCO1B1,0.14327582058239563
15,monocyte,G6PC1,0.22018090701748405
15,monocyte,PCK1,0.19381533875446233
15,monocyte,CPT1A,-0.03649351910442362
15,monocyte,NFKB1,-0.07384803219331001
15,natural killer cell,CYP3A4,0.16018011903298823
15,natural killer cell,CYP3A5,0.1236800089455269
15,natural killer cell,CYP2B6,0.1636084607641328
15,natural killer cell,CYP2C8,0.12781496441421658
15,natural killer cell,CYP2C9,0.15676389181713354
15,natural killer cell,CYP1A2,0.14702618712069868
15,natural killer cell,CYP7A1,0.08299712826405399
15,natural killer cell,UGT1A1,0.13523542022867233
15,natural killer cell,UGT1A6,0.10769503123204047
15,natural killer cell,SULT2A1,0.15188516097080695
15,natural killer cell,GSTA1,0.027168632223832857
15,natural killer cell,GSTA2,0.04732234831739025
15,natural killer cell,ABCB1,-0.0064226742411095175
15,natural killer cell,ABCC2,0.18579869863437865
15,natural killer cell,ABCC3,0.13302382214088995
15,natural killer cell,SLCO1B1,0.20211176618001117
15,natural killer cell,G6PC1,0.15523909892880447
15,natural killer cell,PCK1,0.10092906391109323
15,natural killer cell,CPT1A,-0.031967528807887335
15,natural killer cell,NFKB1,-0.027134061807401237
16,"CD4-positive, alpha-beta T cell",CYP3A4,0.2133195066736005
16,"CD4-positive, alpha-beta T cell",CYP3A5,0.19558667575734473
16,"CD4-positive, alpha-beta T cell",CYP2B6,0.24852044935408804
16,"CD4-positive, alpha-beta T cell",CYP2C8,0.2127381559007487
16,"CD4-positive, alpha-beta T cell",CYP2C9,0.2437919303269771
16,"CD4-positive, alpha-beta T cell",CYP1A2,0.02475529922164522
16,"CD4-positive, alpha-beta T cell",CYP7A1,-0.010887966089211125
16,"CD4-positive, alpha-beta T cell",UGT1A1,0.0976733112015489
16,"CD4-positive, alpha-beta T cell",UGT1A6,0.024334925483294766
16,"CD4-positive, alpha-beta T cell",SULT2A1,0.1770003700046594
16,"CD4-positive, alpha-beta T cell",GSTA1,-0.0017117380952345266
16,"CD4-positive, alpha-beta T cell",GSTA2,0.06254075833646462
16,"CD4-positive, alpha-beta T cell",ABCB1,0.041644488368242805
16,"CD4-positive, alpha-beta T cell",ABCC2,0.18866036590885135
16,"CD4-positive, alpha-beta T cell",ABCC3,0.19049203741670953
16,"CD4-positive, alpha-beta T cell",SLCO1B1,0.1615953423861782
16,"CD4-positive, alpha-beta T cell",G6PC1,0.14246611575448898
16,"CD4-positive, alpha-beta T cell",PCK1,0.15925842560507772
16,"CD4-positive, alpha-beta T cell",CPT1A,0.03584151136843608
16,"CD4-positive, alpha-beta T cell",NFKB1,0.03978778677208263
16,"CD8-positive, alpha-beta T cell",CYP3A4,0.07867352074140521
16,"CD8-positive, alpha-beta T cell",CYP3A5,0.03764863358502834
16,"CD8-positive, alpha-beta T cell",CYP2B6,0.06441582135870208
16,"CD8-positive, alpha-beta T cell",CYP2C8,0.09227811865799833
16,"CD8-positive, alpha-beta T cell",CYP2C9,0.08814416143627629
16,"CD8-positive, alpha-beta T cell",CYP1A2,0.009741484099430254
16,"CD8-positive, alpha-beta T cell",CYP7A1,-0.0093681563054828
16,"CD8-positive, alpha-beta T cell",UGT1A1,0.05394267044307214
16,"CD8-positive, alpha-beta T cell",UGT1A6,0.09497069771194341
16,"CD8-positive, alpha-beta T cell",SULT2A1,0.05754086378255724
16,"CD8-positive, alpha-beta T cell",GSTA1,0.03145998301444541
16,"CD8-positive, alpha-beta T cell",GSTA2,0.03141048651516834
16,"CD8-positive, alpha-beta T cell",ABCB1,-0.028709145892989972
16,"CD8-positive, alpha-beta T cell",ABCC2,0.06734617277365114
16,"CD8-positive, alpha-beta T cell",ABCC3,0.0821781511983376
16,"CD8-positive, alpha-beta T cell",SLCO1B1,0.07643522230953734
16,"CD8-positive, alpha-beta T cell",G6PC1,0.023882137163947267
16,"CD8-positive, alpha-beta T cell",PCK1,0.008991956629088659
16,"CD8-positive, alpha-beta T cell",CPT1A,-0.03144168641773996
16,"CD8-positive, alpha-beta T cell",NFKB1,-0.014985471555501846
16,enterocyte of epithelium of large intestine,CYP3A4,0.18332324146744103
16,enterocyte of epithelium of large intestine,CYP3A5,0.23011776463909261
16,enterocyte of epithelium of large intestine,CYP2B6,0.32542725729406063
16,enterocyte of epithelium of large intestine,CYP2C8,0.10903370888273213
16,enterocyte of epithelium of large intestine,CYP2C9,0.24607374942684837
16,enterocyte of epithelium of large intestine,CYP1A2,0.12642594166007573
16,enterocyte of epithelium of large intestine,CYP7A1,-0.19050493324503645
16,enterocyte of epithelium of large intestine,UGT1A1,0.22064570604767103
16,enterocyte of epithelium of large intestine,UGT1A6,0.21515585927092065
16,enterocyte of epithelium of large intestine,SULT2A1,0.04970591860670902
16,enterocyte of epithelium of large intestine,GSTA1,0.09204178927412848
16,enterocyte of epithelium of large intestine,GSTA2,0.07838386584311514
16,enterocyte of epithelium of large intestine,ABCB1,0.34690230078803935
16,enterocyte of epithelium of large intestine,ABCC2,0.08853788716355311
16,enterocyte of epithelium of large intestine,ABCC3,-0.09398968226715297
16,enterocyte of epithelium of large intestine,SLCO1B1,0.04333619554190157
16,enterocyte of epithelium of large intestine,G6PC1,0.005739261169914528
16,enterocyte of epithelium of large intestine,PCK1,0.017227046477352632
16,enterocyte of epithelium of large intestine,CPT1A,0.12669721027911163
16,enterocyte of epithelium of large intestine,NFKB1,0.4194999907136769
16,enterocyte of epithelium of small intestine,CYP3A4,0.5695884293840738
16,enterocyte of epithelium of small intestine,CYP3A5,0.6505664004237383
16,enterocyte of epithelium of small intestine,CYP2B6,0.4245739077378182
16,enterocyte of epithelium of small intestine,CYP2C8,0.11878304879336746
16,enterocyte of epithelium of small intestine,CYP2C9,0.4959358646115669
16,enterocyte of epithelium of small intestine,CYP1A2,
16,enterocyte of epithelium of small intestine,CYP7A1,-0.06856771345015729
16,enterocyte of epithelium of small intestine,UGT1A1,0.5239103391192533
16,enterocyte of epithelium of small intestine,UGT1A6,0.055034110161087904
16,enterocyte of epithelium of small intestine,SULT2A1,0.4203034810330646
16,enterocyte of epithelium of small intestine,GSTA1,0.0970938648274105
16,enterocyte of epithelium of small intestine,GSTA2,0.027143994237821736
16,enterocyte of epithelium of small intestine,ABCB1,0.6032384156128879
16,enterocyte of epithelium of small intestine,ABCC2,0.6846328377875461
16,enterocyte of epithelium of small intestine,ABCC3,0.4208533805357108
16,enterocyte of epithelium of small intestine,SLCO1B1,
16,enterocyte of epithelium of small intestine,G6PC1,0.5300179908742293
16,enterocyte of epithelium of small intestine,PCK1,0.3289752049705164
16,enterocyte of epithelium of small intestine,CPT1A,0.2918676269836041
16,enterocyte of epithelium of small intestine,NFKB1,0.06493072660423249
16,extravillous trophoblast,CYP3A4,-0.013370356583675844
16,extravillous trophoblast,CYP3A5,-0.04691995175440137
16,extravillous trophoblast,CYP2B6,
16,extravillous trophoblast,CYP2C8,-0.013370473620598684
16,extravillous trophoblast,CYP2C9,-0.018987903456338582
16,extravillous trophoblast,CYP1A2,
16,extravillous trophoblast,CYP7A1,-0.018987819653949325
16,extravillous trophoblast,UGT1A1,
16,extravillous trophoblast,UGT1A6,
16,extravillous trophoblast,SULT2A1,-0.04626341494809177
16,extravillous trophoblast,GSTA1,-0.027079422013350677
16,extravillous trophoblast,GSTA2,-0.036280322954992325
16,extravillous trophoblast,ABCB1,0.057154925439749156
16,extravillous trophoblast,ABCC2,0.14375055236199044
16,extravillous trophoblast,ABCC3,-0.018531439190887167
16,extravillous trophoblast,SLCO1B1,-0.016409545272433868
16,extravillous trophoblast,G6PC1,-0.016409545272433868
16,extravillous trophoblast,PCK1,-0.016409545272433868
16,extravillous trophoblast,CPT1A,0.0725558168637331
16,extravillous trophoblast,NFKB1,0.05903877173184713
16,hepatocyte,CYP3A4,0.7722704906971302
16,hepatocyte,CYP3A5,0.8766864970077476
16,hepatocyte,CYP2B6,0.7957393256670651
16,hepatocyte,CYP2C8,0.8504971163767876
16,hepatocyte,CYP2C9,0.9259915932130864
16,hepatocyte,CYP1A2,0.6286388981551743
16,hepatocyte,CYP7A1,0.506011972510905
16,hepatocyte,UGT1A1,0.1648566932275545
16,hepatocyte,UGT1A6,0.18858677605266583
16,hepatocyte,SULT2A1,0.683959766324034
16,hepatocyte,GSTA1,-0.1060560936916931
16,hepatocyte,GSTA2,-0.009275623964668958
16,hepatocyte,ABCB1,0.7119824391331459
16,hepatocyte,ABCC2,0.8474480150308508
16,hepatocyte,ABCC3,0.7829309406565019
16,hepatocyte,SLCO1B1,0.8496749592518605
16,hepatocyte,G6PC1,0.7900949076294025
16,hepatocyte,PCK1,0.7430592497976539
16,hepatocyte,CPT1A,0.8094492849764523
16,hepatocyte,NFKB1,0.7179722650149998
16,intestinal crypt stem cell,CYP3A4,0.3776577044502343
16,intestinal crypt stem cell,CYP3A5,0.6072770003057347
16,intestinal crypt stem cell,CYP2B6,0.24057866442421588
16,intestinal crypt stem cell,CYP2C8,0.2130318367620857
16,intestinal crypt stem cell,CYP2C9,0.37759177064345895
16,intestinal crypt stem cell,CYP1A2,
16,intestinal crypt stem cell,CYP7A1,
16,intestinal crypt stem cell,UGT1A1,0.16920340589244592
16,intestinal crypt stem cell,UGT1A6,0.1932149217144498
16,intestinal crypt stem cell,SULT2A1,0.3138273052573586
16,intestinal crypt stem cell,GSTA1,0.3649997838129172
16,intestinal crypt stem cell,GSTA2,0.35534296119207287
16,intestinal crypt stem cell,ABCB1,0.5147439010724831
16,intestinal crypt stem cell,ABCC2,0.09562322455121745
16,intestinal crypt stem cell,ABCC3,0.39362203443980587
16,intestinal crypt stem cell,SLCO1B1,
16,intestinal crypt stem cell,G6PC1,0.21997462737909232
16,intestinal crypt stem cell,PCK1,0.2807845061959717
16,intestinal crypt stem cell,CPT1A,0.5998272230958109
16,intestinal crypt stem cell,NFKB1,0.42589973796111025
16,macrophage,CYP3A4,0.20165588716246294
16,macrophage,CYP3A5,0.11720894691610795
16,macrophage,CYP2B6,0.12965413349572463
16,macrophage,CYP2C8,0.1381228076233214
16,macrophage,CYP2C9,0.14604920820587264
16,macrophage,CYP1A2,0.13568541104417978
16,macrophage,CYP7A1,3.528819336938411e-05
16,macrophage,UGT1A1,0.19964348345734514
16,macrophage,UGT1A6,0.10336770344155216
16,macrophage,SULT2A1,0.12380251078985152
16,macrophage,GSTA1,0.025802005277378085
16,macrophage,GSTA2,0.025041612680848688
16,macrophage,ABCB1,0.0196068644768403
16,macrophage,ABCC2,0.11158022190671847
16,macrophage,ABCC3,-0.02601796452568274
16,macrophage,SLCO1B1,0.12200262408001994
16,macrophage,G6PC1,0.12649761813285998
16,macrophage,PCK1,0.14912427025240627
16,macrophage,CPT1A,-0.0748615686309911
16,macrophage,NFKB1,-0.058739234084179186
16,monocyte,CYP3A4,0.2518288602487096
16,monocyte,CYP3A5,0.17335692668231945
16,monocyte,CYP2B6,0.14879572855734513
16,monocyte,CYP2C8,0.14025373972227312
16,monocyte,CYP2C9,0.19073338119244992
16,monocyte,CYP1A2,0.15247174253579923
16,monocyte,CYP7A1,-0.017902416641057798
16,monocyte,UGT1A1,0.2109393538277673
16,monocyte,UGT1A6,0.07099885876345947
16,monocyte,SULT2A1,0.15766403738040455
16,monocyte,GSTA1,-0.01693309595844954
16,monocyte,GSTA2,-0.014857770403781709
16,monocyte,ABCB1,0.06100029660986914
16,monocyte,ABCC2,0.22039992967568878
16,monocyte,ABCC3,0.003884093618501014
16,monocyte,SLCO1B1,0.11155160249571695
16,monocyte,G6PC1,0.15930696304109396
16,monocyte,PCK1,0.15006953211482735
16,monocyte,CPT1A,-0.08129260898455412
16,monocyte,NFKB1,-0.07402157754656206
16,natural killer cell,CYP3A4,0.16173054987730665
16,natural killer cell,CYP3A5,0.155158707088841
16,natural killer cell,CYP2B6,0.1708239031017854
16,natural killer cell,CYP2C8,0.15626058055732578
16,natural killer cell,CYP2C9,0.16725204505212496
16,natural killer cell,CYP1A2,0.1810573183361522
16,natural killer cell,CYP7A1,-0.010193739709725761
16,natural killer cell,UGT1A1,0.09734337049970046
16,natural killer cell,UGT1A6,0.09055287611766248
16,natural killer cell,SULT2A1,0.15674338361102338
16,natural killer cell,GSTA1,0.03789947374058978
16,natural killer cell,GSTA2,0.05805490256590842
16,natural killer cell,ABCB1,-0.011366674827165935
16,natural killer cell,ABCC2,0.17494568184397724
16,natural killer cell,ABCC3,0.10935368657881264
16,natural killer cell,SLCO1B1,0.20533881605047707
16,natural killer cell,G6PC1,0.19172001713978737
16,natural killer cell,PCK1,0.07475123890582101
16,natural killer cell,CPT1A,-0.014634653874876802
16,natural killer cell,NFKB1,-0.008482456726733653
17,"CD4-positive, alpha-beta T cell",CYP3A4,0.19278118456829785
17,"CD4-positive, alpha-beta T cell",CYP3A5,0.18547033897958354
17,"CD4-positive, alpha-beta T cell",CYP2B6,0.22060358704589464
17,"CD4-positive, alpha-beta T cell",CYP2C8,0.21739533316594828
17,"CD4-positive, alpha-beta T cell",CYP2C9,0.2464858728536155
17,"CD4-positive, alpha-beta T cell",CYP1A2,0.07706759119915309
17,"CD4-positive, alpha-beta T cell",CYP7A1,-0.010266227409094542
17,"CD4-positive, alpha-beta T cell",UGT1A1,0.08178636468740347
17,"CD4-positive, alpha-beta T cell",UGT1A6,0.023579337967667573
17,"CD4-positive, alpha-beta T cell",SULT2A1,0.172651391743128
17,"CD4-positive, alpha-beta T cell",GSTA1,0.00514940932726064
17,"CD4-positive, alpha-beta T cell",GSTA2,0.00837225935085679
17,"CD4-positive, alpha-beta T cell",ABCB1,0.012661494511888461
17,"CD4-positive, alpha-beta T cell",ABCC2,0.15596542425282547
17,"CD4-positive, alpha-beta T cell",ABCC3,0.23135637712283844
17,"CD4-positive, alpha-beta T cell",SLCO1B1,0.17272192700638225
17,"CD4-positive, alpha-beta T cell",G6PC1,0.13119546297482831
17,"CD4-positive, alpha-beta T cell",PCK1,0.14242282584382993
17,"CD4-positive, alpha-beta T cell",CPT1A,0.023704536442272415
17,"CD4-positive, alpha-beta T cell",NFKB1,0.05723197750907525
17,"CD8-positive, alpha-beta T cell",CYP3A4,0.047685752043922974
17,"CD8-positive, alpha-beta T cell",CYP3A5,0.046371279886536276
17,"CD8-positive, alpha-beta T cell",CYP2B6,0.045024229637899336
17,"CD8-positive, alpha-beta T cell",CYP2C8,0.060464982271674746
17,"CD8-positive, alpha-beta T cell",CYP2C9,0.04997385613023397
17,"CD8-positive, alpha-beta T cell",CYP1A2,-0.008566007361210933
17,"CD8-positive, alpha-beta T cell",CYP7A1,-0.010017888816128988
17,"CD8-positive, alpha-beta T cell",UGT1A1,0.038314051899477494
17,"CD8-positive, alpha-beta T cell",UGT1A6,0.04961349351704241
17,"CD8-positive, alpha-beta T cell",SULT2A1,0.07125540891736241
17,"CD8-positive, alpha-beta T cell",GSTA1,0.04304633081369786
17,"CD8-positive, alpha-beta T cell",GSTA2,0.012582247093772238
17,"CD8-positive, alpha-beta T cell",ABCB1,-0.02325306442172706
17,"CD8-positive, alpha-beta T cell",ABCC2,0.023252894085518797
17,"CD8-positive, alpha-beta T cell",ABCC3,0.027484383582262913
17,"CD8-positive, alpha-beta T cell",SLCO1B1,0.05504699545354553
17,"CD8-positive, alpha-beta T cell",G6PC1,0.029676952835373947
17,"CD8-positive, alpha-beta T cell",PCK1,0.025828393384279853
17,"CD8-positive, alpha-beta T cell",CPT1A,0.011462168473196678
17,"CD8-positive, alpha-beta T cell",NFKB1,-0.004511556159502893
17,enterocyte of epithelium of large intestine,CYP3A4,0.5027379360662472
17,enterocyte of epithelium of large intestine,CYP3A5,0.27093968596324325
17,enterocyte of epithelium of large intestine,CYP2B6,0.4318482031043705
17,enterocyte of epithelium of large intestine,CYP2C8,0.22462573106813646
17,enterocyte of epithelium of large intestine,CYP2C9,0.24245418991217488
17,enterocyte of epithelium of large intestine,CYP1A2,0.15768273451907672
17,enterocyte of epithelium of large intestine,CYP7A1,0.012514502739609265
17,enterocyte of epithelium of large intestine,UGT1A1,0.3085464914984018
17,enterocyte of epithelium of large intestine,UGT1A6,0.04890587959585595
17,enterocyte of epithelium of large intestine,SULT2A1,0.14205826401680777
17,enterocyte of epithelium of large intestine,GSTA1,0.09684702341858331
17,enterocyte of epithelium of large intestine,GSTA2,0.0802432975701791
17,enterocyte of epithelium of large intestine,ABCB1,0.5320684244707424
17,enterocyte of epithelium of large intestine,ABCC2,0.11545254635822456
17,enterocyte of epithelium of large intestine,ABCC3,0.09717580251177857
17,enterocyte of epithelium of large intestine,SLCO1B1,0.054676212013981214
17,enterocyte of epithelium of large intestine,G6PC1,-0.03695267825027112
17,enterocyte of epithelium of large intestine,PCK1,0.009122276368171268
17,enterocyte of epithelium of large intestine,CPT1A,0.22757085125347476
17,enterocyte of epithelium of large intestine,NFKB1,0.17680818858200462
17,enterocyte of epithelium of small intestine,CYP3A4,0.49484584415901395
17,enterocyte of epithelium of small intestine,CYP3A5,0.666776059411704
17,enterocyte of epithelium of small intestine,CYP2B6,0.3954678707492761
17,enterocyte of epithelium of small intestine,CYP2C8,0.16920955696021792
17,enterocyte of epithelium of small intestine,CYP2C9,0.5431935255222524
17,enterocyte of epithelium of small intestine,CYP1A2,
17,enterocyte of epithelium of small intestine,CYP7A1,-0.10944613547387147
17,enterocyte of epithelium of small intestine,UGT1A1,0.5117497891622435
17,enterocyte of epithelium of small intestine,UGT1A6,-0.006453044369355669
17,enterocyte of epithelium of small intestine,SULT2A1,0.3906973499746747
17,enterocyte of epithelium of small intestine,GSTA1,0.047152175060438485
17,enterocyte of epithelium of small intestine,GSTA2,-0.03886980636208401
17,enterocyte of epithelium of small intestine,ABCB1,0.5710535106375053
17,enterocyte of epithelium of small intestine,ABCC2,0.610967526930778
17,enterocyte of epithelium of small intestine,ABCC3,0.4689928386408654
17,enterocyte of epithelium of small intestine,SLCO1B1,
17,enterocyte of epithelium of small intestine,G6PC1,0.46730053228845136
17,enterocyte of epithelium of small intestine,PCK1,0.3147228945371351
17,enterocyte of epithelium of small intestine,CPT1A,0.3471070505629843
17,enterocyte of epithelium of small intestine,NFKB1,0.196783759445515
17,extravillous trophoblast,CYP3A4,-0.010356784248749406
17,extravillous trophoblast,CYP3A5,0.22802407083843726
17,extravillous trophoblast,CYP2B6,
17,extravillous trophoblast,CYP2C8,-0.014677314403836808
17,extravillous trophoblast,CYP2C9,-0.018013690589779228
17,extravillous trophoblast,CYP1A2,
17,extravillous trophoblast,CYP7A1,-0.018013585028955947
17,extravillous trophoblast,UGT1A1,
17,extravillous trophoblast,UGT1A6,
17,extravillous trophoblast,SULT2A1,0.0367055019417525
17,extravillous trophoblast,GSTA1,-0.025635776149939716
17,extravillous trophoblast,GSTA2,-0.03982663458051345
17,extravillous trophoblast,ABCB1,-0.02940439059821733
17,extravillous trophoblast,ABCC2,0.04327265903284219
17,extravillous trophoblast,ABCC3,-0.014239119063773033
17,extravillous trophoblast,SLCO1B1,-0.010356784248749406
17,extravillous trophoblast,G6PC1,0.18327421703296534
17,extravillous trophoblast,PCK1,-0.018013585028955947
17,extravillous trophoblast,CPT1A,-0.029645202420578328
17,extravillous trophoblast,NFKB1,0.12429855455448689
17,hepatocyte,CYP3A4,0.7556312511522089
17,hepatocyte,CYP3A5,0.882144902287295
17,hepatocyte,CYP2B6,0.7722687941452632
17,hepatocyte,CYP2C8,0.8312402485070196
17,hepatocyte,CYP2C9,0.8940457575052774
17,hepatocyte,CYP1A2,0.634266979237269
17,hepatocyte,CYP7A1,0.5343298695663559
17,hepatocyte,UGT1A1,0.21016852414403467
17,hepatocyte,UGT1A6,0.1917308934763115
17,hepatocyte,SULT2A1,0.6732760639516167
17,hepatocyte,GSTA1,-0.061539545173704434
17,hepatocyte,GSTA2,0.015212508172344355
17,hepatocyte,ABCB1,0.6931205207045323
17,hepatocyte,ABCC2,0.8316229675956058
17,hepatocyte,ABCC3,0.7632092667640404
17,hepatocyte,SLCO1B1,0.8259963607891434
17,hepatocyte,G6PC1,0.7717829646418201
17,hepatocyte,PCK1,0.7046803083321448
17,hepatocyte,CPT1A,0.7940144438697143
17,hepatocyte,NFKB1,0.6967846288358339
17,intestinal crypt stem cell,CYP3A4,0.5902222517242738
17,intestinal crypt stem cell,CYP3A5,0.5568793756473389
17,intestinal crypt stem cell,CYP2B6,0.34771717123595547
17,intestinal crypt stem cell,CYP2C8,0.24264051035105608
17,intestinal crypt stem cell,CYP2C9,0.36873462571576726
17,intestinal crypt stem cell,CYP1A2,
17,intestinal crypt stem cell,CYP7A1,
17,intestinal crypt stem cell,UGT1A1,0.05791751952353247
17,intestinal crypt stem cell,UGT1A6,0.12379617875053883
17,intestinal crypt stem cell,SULT2A1,0.2739579667920533
17,intestinal crypt stem cell,GSTA1,0.443745237478819
17,intestinal crypt stem cell,GSTA2,0.31017395059139913
17,intestinal crypt stem cell,ABCB1,0.5848848388612383
