iteration,cell_type,gene,rho
4,extravillous trophoblast,SLCO1B1,-0.014677270854787233
4,extravillous trophoblast,G6PC1,-0.014677270854787233
4,extravillous trophoblast,PCK1,-0.018013531580860075
4,extravillous trophoblast,CPT1A,-0.07968185111778699
4,extravillous trophoblast,NFKB1,0.08857708030147038
4,hepatocyte,CYP3A4,0.7141729890892603
4,hepatocyte,CYP3A5,0.8684746441157692
4,hepatocyte,CYP2B6,0.7696525511540598
4,hepatocyte,CYP2C8,0.8054492792707809
4,hepatocyte,CYP2C9,0.8790704302980176
4,hepatocyte,CYP1A2,0.632268858124767
4,hepatocyte,CYP7A1,0.5013342204561725
4,hepatocyte,UGT1A1,0.13021459946126185
4,hepatocyte,UGT1A6,0.1466756652887418
4,hepatocyte,SULT2A1,0.649859954530273
4,hepatocyte,GSTA1,-0.07364329325571364
4,hepatocyte,GSTA2,0.06788039594825979
4,hepatocyte,ABCB1,0.6879485349043025
4,hepatocyte,ABCC2,0.8257565163219742
4,hepatocyte,ABCC3,0.7594335109927555
4,hepatocyte,SLCO1B1,0.818170409490691
4,hepatocyte,G6PC1,0.7517047412756992
4,hepatocyte,PCK1,0.6884767710109241
4,hepatocyte,CPT1A,0.7551155502241009
4,hepatocyte,NFKB1,0.6810004020530878
4,intestinal crypt stem cell,CYP3A4,0.3234328384589985
4,intestinal crypt stem cell,CYP3A5,0.5085878280497304
4,intestinal crypt stem cell,CYP2B6,0.3394654103225871
4,intestinal crypt stem cell,CYP2C8,-0.22284918777834636
4,intestinal crypt stem cell,CYP2C9,0.2672492092880722
4,intestinal crypt stem cell,CYP1A2,
4,intestinal crypt stem cell,CYP7A1,
4,intestinal crypt stem cell,UGT1A1,0.19481893243217915
4,intestinal crypt stem cell,UGT1A6,0.09409187928419069
4,intestinal crypt stem cell,SULT2A1,0.3304587647244676
4,intestinal crypt stem cell,GSTA1,0.5243586653036324
4,intestinal crypt stem cell,GSTA2,0.4160453987491098
4,intestinal crypt stem cell,ABCB1,0.7495436629468544
4,intestinal crypt stem cell,ABCC2,0.04927604706373907
4,intestinal crypt stem cell,ABCC3,0.4391650610431311
4,intestinal crypt stem cell,SLCO1B1,
4,intestinal crypt stem cell,G6PC1,0.1437828500601407
4,intestinal crypt stem cell,PCK1,0.4332557182460295
4,intestinal crypt stem cell,CPT1A,0.43412050011877606
4,intestinal crypt stem cell,NFKB1,0.41468282120061223
4,macrophage,CYP3A4,0.18305805356787913
4,macrophage,CYP3A5,0.10282714321422075
4,macrophage,CYP2B6,0.1120734667949349
4,macrophage,CYP2C8,0.11597778225051708
4,macrophage,CYP2C9,0.12493926053149212
4,macrophage,CYP1A2,0.1329758132337228
4,macrophage,CYP7A1,-0.0015342848244920622
4,macrophage,UGT1A1,0.18107122220419297
4,macrophage,UGT1A6,0.09112369336859404
4,macrophage,SULT2A1,0.10991227226282481
4,macrophage,GSTA1,0.002917728868131821
4,macrophage,GSTA2,0.04469106924378341
4,macrophage,ABCB1,0.017064289378318886
4,macrophage,ABCC2,0.11507542847551275
4,macrophage,ABCC3,-0.024782296591618874
4,macrophage,SLCO1B1,0.08947091565740987
4,macrophage,G6PC1,0.12267561618831581
4,macrophage,PCK1,0.16297550839879807
4,macrophage,CPT1A,-0.06869662838204979
4,macrophage,NFKB1,-0.08441980264502798
4,monocyte,CYP3A4,0.22101619327701974
4,monocyte,CYP3A5,0.1763282445292061
4,monocyte,CYP2B6,0.19856626535262184
4,monocyte,CYP2C8,0.16207545797637382
4,monocyte,CYP2C9,0.19204421602781757
4,monocyte,CYP1A2,0.16560771784025763
4,monocyte,CYP7A1,0.010305311049753829
4,monocyte,UGT1A1,0.21847099985543864
4,monocyte,UGT1A6,0.05901927789450408
4,monocyte,SULT2A1,0.16288050655349812
4,monocyte,GSTA1,0.026582889607907303
4,monocyte,GSTA2,-0.002590902730961415
4,monocyte,ABCB1,0.050825590685025714
4,monocyte,ABCC2,0.22538861677833283
4,monocyte,ABCC3,0.014450257517864214
4,monocyte,SLCO1B1,0.16853582019059446
4,monocyte,G6PC1,0.19674062154458713
4,monocyte,PCK1,0.12833077395525153
4,monocyte,CPT1A,-0.06429308886866753
4,monocyte,NFKB1,-0.05755112700290834
4,natural killer cell,CYP3A4,0.16267636260490942
4,natural killer cell,CYP3A5,0.10620467663187448
4,natural killer cell,CYP2B6,0.13920647541820041
4,natural killer cell,CYP2C8,0.1265887256944834
4,natural killer cell,CYP2C9,0.12181358640279633
4,natural killer cell,CYP1A2,0.16044481835650073
4,natural killer cell,CYP7A1,0.02099850378036638
4,natural killer cell,UGT1A1,0.11438794595024566
4,natural killer cell,UGT1A6,0.08415492655986206
4,natural killer cell,SULT2A1,0.1386289672115376
4,natural killer cell,GSTA1,0.010618460371992126
4,natural killer cell,GSTA2,0.016298823416143738
4,natural killer cell,ABCB1,-0.007032847863037581
4,natural killer cell,ABCC2,0.17907920149503165
4,natural killer cell,ABCC3,0.1180097778857616
4,natural killer cell,SLCO1B1,0.21442049177346004
4,natural killer cell,G6PC1,0.1714824559007392
4,natural killer cell,PCK1,0.09546394080581336
4,natural killer cell,CPT1A,-0.029460322936479207
4,natural killer cell,NFKB1,-0.000582435086089973
5,"CD4-positive, alpha-beta T cell",CYP3A4,0.18455036362119442
5,"CD4-positive, alpha-beta T cell",CYP3A5,0.19790907418722528
5,"CD4-positive, alpha-beta T cell",CYP2B6,0.2436085282075345
5,"CD4-positive, alpha-beta T cell",CYP2C8,0.1973585872393332
5,"CD4-positive, alpha-beta T cell",CYP2C9,0.23709052997969088
5,"CD4-positive, alpha-beta T cell",CYP1A2,0.060738093387620096
5,"CD4-positive, alpha-beta T cell",CYP7A1,-0.010438724168016283
5,"CD4-positive, alpha-beta T cell",UGT1A1,0.11545938784449879
5,"CD4-positive, alpha-beta T cell",UGT1A6,0.026386110279119565
5,"CD4-positive, alpha-beta T cell",SULT2A1,0.15214517147376255
5,"CD4-positive, alpha-beta T cell",GSTA1,-0.0070023233973435855
5,"CD4-positive, alpha-beta T cell",GSTA2,0.06751366557549732
5,"CD4-positive, alpha-beta T cell",ABCB1,-0.009148586252249576
5,"CD4-positive, alpha-beta T cell",ABCC2,0.22173856666303723
5,"CD4-positive, alpha-beta T cell",ABCC3,0.19146807006165648
5,"CD4-positive, alpha-beta T cell",SLCO1B1,0.17820312799348378
5,"CD4-positive, alpha-beta T cell",G6PC1,0.1260611195253376
5,"CD4-positive, alpha-beta T cell",PCK1,0.13836321325593134
5,"CD4-positive, alpha-beta T cell",CPT1A,0.013274217157771792
5,"CD4-positive, alpha-beta T cell",NFKB1,0.05444570194439731
5,"CD8-positive, alpha-beta T cell",CYP3A4,0.08480571379547265
5,"CD8-positive, alpha-beta T cell",CYP3A5,0.08685722384137878
5,"CD8-positive, alpha-beta T cell",CYP2B6,0.10869527572367689
5,"CD8-positive, alpha-beta T cell",CYP2C8,0.1134921261037924
5,"CD8-positive, alpha-beta T cell",CYP2C9,0.08421485640182162
5,"CD8-positive, alpha-beta T cell",CYP1A2,-0.010193671336492922
5,"CD8-positive, alpha-beta T cell",CYP7A1,-0.010589537645424843
5,"CD8-positive, alpha-beta T cell",UGT1A1,0.08272297338879302
5,"CD8-positive, alpha-beta T cell",UGT1A6,0.04058172784762228
5,"CD8-positive, alpha-beta T cell",SULT2A1,0.05688305642830719
5,"CD8-positive, alpha-beta T cell",GSTA1,0.007023187302220583
5,"CD8-positive, alpha-beta T cell",GSTA2,0.02315598409469447
5,"CD8-positive, alpha-beta T cell",ABCB1,-0.024120010847353178
5,"CD8-positive, alpha-beta T cell",ABCC2,0.03253728724643598
5,"CD8-positive, alpha-beta T cell",ABCC3,0.10176055612104618
5,"CD8-positive, alpha-beta T cell",SLCO1B1,0.09127028299425573
5,"CD8-positive, alpha-beta T cell",G6PC1,0.06811479591207423
5,"CD8-positive, alpha-beta T cell",PCK1,0.03373191402742789
5,"CD8-positive, alpha-beta T cell",CPT1A,-0.022288838998044444
5,"CD8-positive, alpha-beta T cell",NFKB1,0.016783720915356036
5,enterocyte of epithelium of large intestine,CYP3A4,0.2677993149612462
5,enterocyte of epithelium of large intestine,CYP3A5,0.2643874139114558
5,enterocyte of epithelium of large intestine,CYP2B6,0.24077173216584882
5,enterocyte of epithelium of large intestine,CYP2C8,0.21780846798232714
5,enterocyte of epithelium of large intestine,CYP2C9,0.06572328354577266
5,enterocyte of epithelium of large intestine,CYP1A2,-0.12514657577035757
5,enterocyte of epithelium of large intestine,CYP7A1,-0.17810061401635946
5,enterocyte of epithelium of large intestine,UGT1A1,0.24499355194287478
5,enterocyte of epithelium of large intestine,UGT1A6,0.13978391042748275
5,enterocyte of epithelium of large intestine,SULT2A1,0.10157146069377092
5,enterocyte of epithelium of large intestine,GSTA1,0.13696268609183487
5,enterocyte of epithelium of large intestine,GSTA2,0.04545374685375264
5,enterocyte of epithelium of large intestine,ABCB1,0.4129750511329248
5,enterocyte of epithelium of large intestine,ABCC2,0.10321860821372623
5,enterocyte of epithelium of large intestine,ABCC3,0.00827613591319417
5,enterocyte of epithelium of large intestine,SLCO1B1,0.09869000274181516
5,enterocyte of epithelium of large intestine,G6PC1,0.16238043943591957
5,enterocyte of epithelium of large intestine,PCK1,0.07033022583994405
5,enterocyte of epithelium of large intestine,CPT1A,0.24445425648070127
5,enterocyte of epithelium of large intestine,NFKB1,0.22565100355554354
5,enterocyte of epithelium of small intestine,CYP3A4,0.5499126806455771
5,enterocyte of epithelium of small intestine,CYP3A5,0.7209840657886684
5,enterocyte of epithelium of small intestine,CYP2B6,0.3641713097186015
5,enterocyte of epithelium of small intestine,CYP2C8,0.12483865733641793
5,enterocyte of epithelium of small intestine,CYP2C9,0.5792110830566118
5,enterocyte of epithelium of small intestine,CYP1A2,
5,enterocyte of epithelium of small intestine,CYP7A1,0.05294975692815604
5,enterocyte of epithelium of small intestine,UGT1A1,0.5075820473826482
5,enterocyte of epithelium of small intestine,UGT1A6,0.16733050787611609
5,enterocyte of epithelium of small intestine,SULT2A1,0.41746958366934644
5,enterocyte of epithelium of small intestine,GSTA1,0.1331583049618796
5,enterocyte of epithelium of small intestine,GSTA2,0.023742456583111658
5,enterocyte of epithelium of small intestine,ABCB1,0.5619231242661205
5,enterocyte of epithelium of small intestine,ABCC2,0.7083431013802993
5,enterocyte of epithelium of small intestine,ABCC3,0.3583492539762538
5,enterocyte of epithelium of small intestine,SLCO1B1,
5,enterocyte of epithelium of small intestine,G6PC1,0.559839010914105
5,enterocyte of epithelium of small intestine,PCK1,0.3793857207385865
5,enterocyte of epithelium of small intestine,CPT1A,0.37543586167933524
5,enterocyte of epithelium of small intestine,NFKB1,0.14110573260352322
5,extravillous trophoblast,CYP3A4,-0.014677314403836808
5,extravillous trophoblast,CYP3A5,-0.07559239310158496
5,extravillous trophoblast,CYP2B6,
5,extravillous trophoblast,CYP2C8,-0.014677314403836808
5,extravillous trophoblast,CYP2C9,-0.014677314403836808
5,extravillous trophoblast,CYP1A2,
5,extravillous trophoblast,CYP7A1,-0.020843886784936233
5,extravillous trophoblast,UGT1A1,
5,extravillous trophoblast,UGT1A6,
5,extravillous trophoblast,SULT2A1,-0.055687164472097976
5,extravillous trophoblast,GSTA1,-0.023353079180397494
5,extravillous trophoblast,GSTA2,-0.042758041985291435
5,extravillous trophoblast,ABCB1,0.19128107763592195
5,extravillous trophoblast,ABCC2,0.05324007703710979
5,extravillous trophoblast,ABCC3,0.00797326411189927
5,extravillous trophoblast,SLCO1B1,-0.014677314403836808
5,extravillous trophoblast,G6PC1,-0.018013585028955947
5,extravillous trophoblast,PCK1,-0.014677314403836808
5,extravillous trophoblast,CPT1A,-0.10121610625961538
5,extravillous trophoblast,NFKB1,0.13864967716884352
5,hepatocyte,CYP3A4,0.7509423859029299
5,hepatocyte,CYP3A5,0.8763293482573983
5,hepatocyte,CYP2B6,0.7860890902053789
5,hepatocyte,CYP2C8,0.8468427191202271
5,hepatocyte,CYP2C9,0.8942370285925221
5,hepatocyte,CYP1A2,0.6577808185200107
5,hepatocyte,CYP7A1,0.5345067642889619
5,hepatocyte,UGT1A1,0.17653038396066498
5,hepatocyte,UGT1A6,0.18073428237241904
5,hepatocyte,SULT2A1,0.6923270684551007
5,hepatocyte,GSTA1,-0.07074618417824789
5,hepatocyte,GSTA2,0.011622610437737109
5,hepatocyte,ABCB1,0.6982683707625439
5,hepatocyte,ABCC2,0.8371316932415498
5,hepatocyte,ABCC3,0.7864212866836718
5,hepatocyte,SLCO1B1,0.8284600110772831
5,hepatocyte,G6PC1,0.7285064028603184
5,hepatocyte,PCK1,0.6743844920914321
5,hepatocyte,CPT1A,0.7813904266477159
5,hepatocyte,NFKB1,0.7158938262502759
5,intestinal crypt stem cell,CYP3A4,0.4497832009004717
5,intestinal crypt stem cell,CYP3A5,0.5092368711585343
5,intestinal crypt stem cell,CYP2B6,0.4050279194813489
5,intestinal crypt stem cell,CYP2C8,0.21295501593207994
5,intestinal crypt stem cell,CYP2C9,0.3549844178551105
5,intestinal crypt stem cell,CYP1A2,
5,intestinal crypt stem cell,CYP7A1,
5,intestinal crypt stem cell,UGT1A1,0.22329440791733743
5,intestinal crypt stem cell,UGT1A6,0.18324036254620832
5,intestinal crypt stem cell,SULT2A1,0.20845546701146866
5,intestinal crypt stem cell,GSTA1,0.44966014502997653
5,intestinal crypt stem cell,GSTA2,0.22214906850478694
5,intestinal crypt stem cell,ABCB1,0.4785930965058607
5,intestinal crypt stem cell,ABCC2,-0.014556461993299102
5,intestinal crypt stem cell,ABCC3,0.5054412571551826
5,intestinal crypt stem cell,SLCO1B1,
5,intestinal crypt stem cell,G6PC1,0.2503831397540736
5,intestinal crypt stem cell,PCK1,0.5587239904427393
5,intestinal crypt stem cell,CPT1A,0.6022534371140887
5,intestinal crypt stem cell,NFKB1,0.645556610515466
5,macrophage,CYP3A4,0.15716696248992842
5,macrophage,CYP3A5,0.08561467633834846
5,macrophage,CYP2B6,0.11374301597398868
5,macrophage,CYP2C8,0.10597277465549354
5,macrophage,CYP2C9,0.11925605779156832
5,macrophage,CYP1A2,0.12005746236669818
5,macrophage,CYP7A1,-0.01175134239866442
5,macrophage,UGT1A1,0.1804981230939995
5,macrophage,UGT1A6,0.06709526560987915
5,macrophage,SULT2A1,0.0952574168305516
5,macrophage,GSTA1,0.006377596973359126
5,macrophage,GSTA2,0.029588471256386504
5,macrophage,ABCB1,0.028181060120490823
5,macrophage,ABCC2,0.09765662555665988
5,macrophage,ABCC3,-0.013504687386421431
5,macrophage,SLCO1B1,0.12583226358130883
5,macrophage,G6PC1,0.09180801305004563
5,macrophage,PCK1,0.13957696485813886
5,macrophage,CPT1A,-0.053093679489057424
5,macrophage,NFKB1,-0.06576723515210192
5,monocyte,CYP3A4,0.2537229920121063
5,monocyte,CYP3A5,0.1898106118449409
5,monocyte,CYP2B6,0.19804233002080573
5,monocyte,CYP2C8,0.20528268714120407
5,monocyte,CYP2C9,0.19293049939034268
5,monocyte,CYP1A2,0.1588268768986003
5,monocyte,CYP7A1,-0.018967507522171276
5,monocyte,UGT1A1,0.2002820433983516
5,monocyte,UGT1A6,0.0937958635556696
5,monocyte,SULT2A1,0.19612908872665688
5,monocyte,GSTA1,0.05505410302207037
5,monocyte,GSTA2,0.023536574655296013
5,monocyte,ABCB1,0.0407276013540386
5,monocyte,ABCC2,0.26455479079353367
5,monocyte,ABCC3,0.05721023653842276
5,monocyte,SLCO1B1,0.12461174800434119
5,monocyte,G6PC1,0.18605740927041794
5,monocyte,PCK1,0.1621088834406831
5,monocyte,CPT1A,-0.020017365099090335
5,monocyte,NFKB1,-0.02945661322927002
5,natural killer cell,CYP3A4,0.14939520253951694
5,natural killer cell,CYP3A5,0.11156502662235206
5,natural killer cell,CYP2B6,0.15216543423526138
5,natural killer cell,CYP2C8,0.12476855917003674
5,natural killer cell,CYP2C9,0.14485772289230253
5,natural killer cell,CYP1A2,0.14380833489624795
5,natural killer cell,CYP7A1,0.018645464774777794
5,natural killer cell,UGT1A1,0.09557802187162517
5,natural killer cell,UGT1A6,0.10920625024188847
5,natural killer cell,SULT2A1,0.13046850347651084
5,natural killer cell,GSTA1,0.003382685260666461
5,natural killer cell,GSTA2,0.03414664375263722
5,natural killer cell,ABCB1,-0.018041827674828193
5,natural killer cell,ABCC2,0.176285555887195
5,natural killer cell,ABCC3,0.09934008418281336
5,natural killer cell,SLCO1B1,0.16301448030312546
5,natural killer cell,G6PC1,0.1627749137325988
5,natural killer cell,PCK1,0.07666036422293561
5,natural killer cell,CPT1A,-0.017415845155901166
5,natural killer cell,NFKB1,-0.010326347810026566
6,"CD4-positive, alpha-beta T cell",CYP3A4,0.16444984697178497
6,"CD4-positive, alpha-beta T cell",CYP3A5,0.20303078906415395
6,"CD4-positive, alpha-beta T cell",CYP2B6,0.22332365528219894
6,"CD4-positive, alpha-beta T cell",CYP2C8,0.19560273243096676
6,"CD4-positive, alpha-beta T cell",CYP2C9,0.2414765687857304
6,"CD4-positive, alpha-beta T cell",CYP1A2,0.023912765978441674
6,"CD4-positive, alpha-beta T cell",CYP7A1,-0.009474576231517678
6,"CD4-positive, alpha-beta T cell",UGT1A1,0.11766232432643284
6,"CD4-positive, alpha-beta T cell",UGT1A6,0.020194959779188556
6,"CD4-positive, alpha-beta T cell",SULT2A1,0.16559304534810906
6,"CD4-positive, alpha-beta T cell",GSTA1,0.003990009619229942
6,"CD4-positive, alpha-beta T cell",GSTA2,0.008369468270925032
6,"CD4-positive, alpha-beta T cell",ABCB1,0.035056691142546094
6,"CD4-positive, alpha-beta T cell",ABCC2,0.18666877247192717
6,"CD4-positive, alpha-beta T cell",ABCC3,0.20455231104848628
6,"CD4-positive, alpha-beta T cell",SLCO1B1,0.16806632764085144
6,"CD4-positive, alpha-beta T cell",G6PC1,0.13806946921747457
6,"CD4-positive, alpha-beta T cell",PCK1,0.13164943653465735
6,"CD4-positive, alpha-beta T cell",CPT1A,0.013848762428829037
6,"CD4-positive, alpha-beta T cell",NFKB1,0.013787406914757085
6,"CD8-positive, alpha-beta T cell",CYP3A4,0.0540752958733271
6,"CD8-positive, alpha-beta T cell",CYP3A5,0.07329973833757286
6,"CD8-positive, alpha-beta T cell",CYP2B6,0.0843377780616628
6,"CD8-positive, alpha-beta T cell",CYP2C8,0.09267756547386946
6,"CD8-positive, alpha-beta T cell",CYP2C9,0.05995161465461551
6,"CD8-positive, alpha-beta T cell",CYP1A2,-0.00964419882249725
6,"CD8-positive, alpha-beta T cell",CYP7A1,0.05593096951126507
6,"CD8-positive, alpha-beta T cell",UGT1A1,0.10448730485873867
6,"CD8-positive, alpha-beta T cell",UGT1A6,0.04057967130170746
6,"CD8-positive, alpha-beta T cell",SULT2A1,0.10566838186760621
6,"CD8-positive, alpha-beta T cell",GSTA1,0.03217327238891961
6,"CD8-positive, alpha-beta T cell",GSTA2,0.01979289904992188
6,"CD8-positive, alpha-beta T cell",ABCB1,-0.03517565090381302
6,"CD8-positive, alpha-beta T cell",ABCC2,0.050436772266726757
6,"CD8-positive, alpha-beta T cell",ABCC3,0.04231551217923364
6,"CD8-positive, alpha-beta T cell",SLCO1B1,0.11102414710033165
6,"CD8-positive, alpha-beta T cell",G6PC1,0.04008622369630257
6,"CD8-positive, alpha-beta T cell",PCK1,0.0005346776107882133
6,"CD8-positive, alpha-beta T cell",CPT1A,-0.019448543629475765
6,"CD8-positive, alpha-beta T cell",NFKB1,0.010892596878737115
6,enterocyte of epithelium of large intestine,CYP3A4,0.25412698422127433
6,enterocyte of epithelium of large intestine,CYP3A5,0.1974136814022864
6,enterocyte of epithelium of large intestine,CYP2B6,0.42107068272525067
6,enterocyte of epithelium of large intestine,CYP2C8,0.1975726672954855
6,enterocyte of epithelium of large intestine,CYP2C9,0.17748518744907535
6,enterocyte of epithelium of large intestine,CYP1A2,0.10185434036038127
6,enterocyte of epithelium of large intestine,CYP7A1,0.0322952786508526
6,enterocyte of epithelium of large intestine,UGT1A1,0.2000659260369454
6,enterocyte of epithelium of large intestine,UGT1A6,0.14944321156606852
6,enterocyte of epithelium of large intestine,SULT2A1,0.09481574154876289
6,enterocyte of epithelium of large intestine,GSTA1,0.12633453534334113
6,enterocyte of epithelium of large intestine,GSTA2,0.08875842825733475
6,enterocyte of epithelium of large intestine,ABCB1,0.4887962857221041
6,enterocyte of epithelium of large intestine,ABCC2,0.1148327874643945
6,enterocyte of epithelium of large intestine,ABCC3,0.1336723726639898
6,enterocyte of epithelium of large intestine,SLCO1B1,0.06456260155405845
6,enterocyte of epithelium of large intestine,G6PC1,0.04589488612846245
6,enterocyte of epithelium of large intestine,PCK1,0.06607172643938446
6,enterocyte of epithelium of large intestine,CPT1A,0.2053227997991234
6,enterocyte of epithelium of large intestine,NFKB1,0.15354127418340294
6,enterocyte of epithelium of small intestine,CYP3A4,0.5884035209039017
6,enterocyte of epithelium of small intestine,CYP3A5,0.7314974888632927
6,enterocyte of epithelium of small intestine,CYP2B6,0.4342112306724945
6,enterocyte of epithelium of small intestine,CYP2C8,0.11183254550157536
6,enterocyte of epithelium of small intestine,CYP2C9,0.5510580816906726
6,enterocyte of epithelium of small intestine,CYP1A2,
6,enterocyte of epithelium of small intestine,CYP7A1,-0.08595956712315353
6,enterocyte of epithelium of small intestine,UGT1A1,0.5720428142559948
6,enterocyte of epithelium of small intestine,UGT1A6,0.034981957382677564
6,enterocyte of epithelium of small intestine,SULT2A1,0.4925470347435015
6,enterocyte of epithelium of small intestine,GSTA1,0.15812328952035187
6,enterocyte of epithelium of small intestine,GSTA2,0.020267948058983083
6,enterocyte of epithelium of small intestine,ABCB1,0.6100516883695307
6,enterocyte of epithelium of small intestine,ABCC2,0.7290816865600064
6,enterocyte of epithelium of small intestine,ABCC3,0.3998851376365996
6,enterocyte of epithelium of small intestine,SLCO1B1,
6,enterocyte of epithelium of small intestine,G6PC1,0.549116801354357
6,enterocyte of epithelium of small intestine,PCK1,0.36222668909839706
6,enterocyte of epithelium of small intestine,CPT1A,0.42377182239254635
6,enterocyte of epithelium of small intestine,NFKB1,0.23783426280682096
6,extravillous trophoblast,CYP3A4,-0.012009395360091355
6,extravillous trophoblast,CYP3A5,-0.02969090499760401
6,extravillous trophoblast,CYP2B6,
6,extravillous trophoblast,CYP2C8,-0.017019343771820298
6,extravillous trophoblast,CYP2C9,-0.017019343771820298
6,extravillous trophoblast,CYP1A2,
6,extravillous trophoblast,CYP7A1,-0.02707948278315995
6,extravillous trophoblast,UGT1A1,
6,extravillous trophoblast,UGT1A6,
6,extravillous trophoblast,SULT2A1,0.018381043868806565
6,extravillous trophoblast,GSTA1,-0.034469835527805165
6,extravillous trophoblast,GSTA2,0.04546875133586226
6,extravillous trophoblast,ABCB1,0.13651410145482068
6,extravillous trophoblast,ABCC2,0.0711104176842981
6,extravillous trophoblast,ABCC3,0.02705113717906616
6,extravillous trophoblast,SLCO1B1,-0.017019343771820298
6,extravillous trophoblast,G6PC1,-0.02416990363311946
6,extravillous trophoblast,PCK1,-0.02088797635148932
6,extravillous trophoblast,CPT1A,0.08093387933100504
6,extravillous trophoblast,NFKB1,0.16550989225415885
6,hepatocyte,CYP3A4,0.7260250189220849
6,hepatocyte,CYP3A5,0.8591712703549079
6,hepatocyte,CYP2B6,0.7757714662419886
6,hepatocyte,CYP2C8,0.8278750458667042
6,hepatocyte,CYP2C9,0.8969805600389236
6,hepatocyte,CYP1A2,0.5784651637566521
6,hepatocyte,CYP7A1,0.5120353088037524
6,hepatocyte,UGT1A1,0.1219797805329099
6,hepatocyte,UGT1A6,0.10981386880327534
6,hepatocyte,SULT2A1,0.708485804866858
6,hepatocyte,GSTA1,-0.09688225909790328
6,hepatocyte,GSTA2,0.04000704408586819
6,hepatocyte,ABCB1,0.6759768689024301
6,hepatocyte,ABCC2,0.8274666879307603
6,hepatocyte,ABCC3,0.7807328712111349
6,hepatocyte,SLCO1B1,0.8356014262605618
6,hepatocyte,G6PC1,0.7395888799925658
6,hepatocyte,PCK1,0.6806189792816986
6,hepatocyte,CPT1A,0.769475899075015
6,hepatocyte,NFKB1,0.7141246148782144
6,intestinal crypt stem cell,CYP3A4,0.1511805275249793
6,intestinal crypt stem cell,CYP3A5,0.48858097277833606
6,intestinal crypt stem cell,CYP2B6,0.23969476743752197
6,intestinal crypt stem cell,CYP2C8,0.17327301709772372
6,intestinal crypt stem cell,CYP2C9,0.2776785292398169
6,intestinal crypt stem cell,CYP1A2,
6,intestinal crypt stem cell,CYP7A1,
6,intestinal crypt stem cell,UGT1A1,-0.11459603420484508
6,intestinal crypt stem cell,UGT1A6,
6,intestinal crypt stem cell,SULT2A1,0.09141095480394143
6,intestinal crypt stem cell,GSTA1,0.37342107216169407
6,intestinal crypt stem cell,GSTA2,0.21327628022058612
6,intestinal crypt stem cell,ABCB1,0.4821673043713806
6,intestinal crypt stem cell,ABCC2,-0.0059987336920787155
6,intestinal crypt stem cell,ABCC3,0.5553047506538272
6,intestinal crypt stem cell,SLCO1B1,
6,intestinal crypt stem cell,G6PC1,-0.013050421847009405
6,intestinal crypt stem cell,PCK1,0.4280774297333993
6,intestinal crypt stem cell,CPT1A,0.4601714721247715
6,intestinal crypt stem cell,NFKB1,0.5243744393390838
6,macrophage,CYP3A4,0.17759607125660248
6,macrophage,CYP3A5,0.08361270363895151
6,macrophage,CYP2B6,0.15357615839494676
6,macrophage,CYP2C8,0.1402668477771297
6,macrophage,CYP2C9,0.13924256013535657
6,macrophage,CYP1A2,0.12386272255122478
6,macrophage,CYP7A1,-0.012287024961564377
6,macrophage,UGT1A1,0.1872097267709034
6,macrophage,UGT1A6,0.13866361585101747
6,macrophage,SULT2A1,0.12443778818741569
6,macrophage,GSTA1,0.011847717827925718
6,macrophage,GSTA2,0.032571198609125204
6,macrophage,ABCB1,0.029425776754171986
6,macrophage,ABCC2,0.1351243738187004
6,macrophage,ABCC3,-0.01620916701442246
6,macrophage,SLCO1B1,0.12106873346378788
6,macrophage,G6PC1,0.09547195857760339
6,macrophage,PCK1,0.14304766364229998
6,macrophage,CPT1A,-0.06323656520613155
6,macrophage,NFKB1,-0.07743198235268094
6,monocyte,CYP3A4,0.2264426889933317
6,monocyte,CYP3A5,0.20410706386156063
6,monocyte,CYP2B6,0.19359849420264547
6,monocyte,CYP2C8,0.15826943423025014
6,monocyte,CYP2C9,0.17698158065393457
6,monocyte,CYP1A2,0.12915415042039113
6,monocyte,CYP7A1,0.03706036662566274
6,monocyte,UGT1A1,0.18386149787744416
6,monocyte,UGT1A6,0.040556295739639675
6,monocyte,SULT2A1,0.15368274758429917
6,monocyte,GSTA1,0.08565669918321393
6,monocyte,GSTA2,0.009569760411088628
6,monocyte,ABCB1,0.046667880736647134
6,monocyte,ABCC2,0.17940527065614065
6,monocyte,ABCC3,0.008207184973321863
6,monocyte,SLCO1B1,0.1580165495124704
6,monocyte,G6PC1,0.21203158005501918
6,monocyte,PCK1,0.1701311795631151
6,monocyte,CPT1A,-0.04762857139595132
6,monocyte,NFKB1,-0.06914030070712805
6,natural killer cell,CYP3A4,0.1455229426144549
6,natural killer cell,CYP3A5,0.12271097066793264
6,natural killer cell,CYP2B6,0.15720098219601755
6,natural killer cell,CYP2C8,0.13888101350517612
6,natural killer cell,CYP2C9,0.154161772092883
6,natural killer cell,CYP1A2,0.12556777678670736
6,natural killer cell,CYP7A1,0.023607513604206425
6,natural killer cell,UGT1A1,0.1425714131467978
6,natural killer cell,UGT1A6,0.07981132653466354
6,natural killer cell,SULT2A1,0.11251104991201989
6,natural killer cell,GSTA1,0.01155061898967855
6,natural killer cell,GSTA2,0.03341674114561391
6,natural killer cell,ABCB1,-0.031776568877084535
6,natural killer cell,ABCC2,0.16875993732740302
6,natural killer cell,ABCC3,0.09495111402427583
